Costimonly_CD8_V7_1	Costimonly_CD8_V7_2	Costimonly_CD8_V7_3	Costimonly_CD8_V7_4	fulldel_CD8_V7_1	fulldel_CD8_V7_2	fulldel_CD8_V7_3	fulldel_CD8_V7_4
ACOT7	1414.63591936821	1792.4859168334	518.634975578611	597.062783325773	2787.85658250335	2239.86174275848	2905.4964460597	549.801540616788
HES2	0	0	0	0	0	0	0	0
ESPN	0	2.43048937875716	5.4823993190128	4.5369512410773	0	0	0	0
TNFRSF25	12.500464677775	24.3048937875716	5.4823993190128	0	114.752233293852	8.74566407150816	257.009143211957	3.64710806379295
PLEKHG5	2.08341077962917	2.43048937875716	3.28943959140768	0	12.4537307450692	0	0	0
NOL9	650.024163244302	1036.60372003993	1190.77713208958	744.060003536678	793.480558900125	422.707096789561	769.411019930134	794.157780890915
TAS1R1	0	0	0	0	0	0	0	0
ZBTB48	250.009293555501	185.932437474922	189.691016437843	117.053342019794	221.498496823017	216.698120882924	250.543504389014	36.4710806379295
KLHL21	234.383712708282	206.591597194358	350.873556416819	456.417294852377	145.886560156525	114.665373381996	184.270706453856	171.414078998269
PHF13	151.047281523115	18.2286703406787	154.603660796161	68.961658864375	40.9194010195132	15.5478472382367	4.04102426433894	5.47066209568943
THAP3	532.311454195254	514.048503607139	232.453731126143	362.956099286184	214.382079254406	358.572226931835	372.58243717205	198.767389476716
DNAJC11	358.346654096218	379.156343086116	260.962207585009	281.290976946793	568.423853292803	376.063555074851	396.828582758084	136.766552392236
CAMTA1	869.82400049518	642.864440681268	696.264713514625	833.891638110008	634.250715802454	833.753308150445	784.766912134622	503.300912803427
VAMP3	1014.62104967941	1267.50021102186	1155.6897764479	944.593248392295	1211.57009105602	1091.26452803374	1098.35039504732	1381.34217916158
PER3	172.923094709221	322.039842685323	221.488932488117	313.957025882549	585.325345018254	357.600486479445	383.089100259332	490.536034580152
UTS2	0	72.9146813627147	48.2451140073126	26.3143171982484	22.2388049019093	59.2761675957775	31.5199892618437	57.441952004739
TNFRSF9	2361.54611870967	2452.36378316597	1633.75499706581	2935.40745297702	776.579067174674	567.496424195641	646.563882294231	457.712062006016
PARK7	10364.9686286551	9644.1818549084	10436.2953436728	10695.4088557156	9280.6980616648	9797.08724099392	9257.98658960051	11211.2101880995
ERRFI1	0	9.72195751502863	14.2542382294333	0	0	72.8805339292347	16.9723019102236	0
SLC45A1	0	0	2.19295972760512	10.8886829785855	18.6805961176038	0	1.61640970573558	0
RERE	51.0435641009148	340.268513026002	169.954378889397	55.3508051411431	87.1761152154846	97.1740452389796	71.9302319052332	161.384531822838
ENO1	32023.0653882902	33260.0319036023	35741.954120372	38212.9255230977	27013.9210904473	28221.2862183044	25415.6180081333	31664.1922098504
CA6	204.174256403659	300.165438276509	177.629737936015	266.772732975345	250.853719293537	145.761067858469	214.982490862832	124.00167416896
SLC2A7	0	0	0	0	0	0	14.5476873516202	0
SLC2A5	16.6672862370334	0	0	0	0	0	0	0
GPR157	46.8767425416564	54.686011022036	26.3155167312614	23.592146453602	25.7970136862148	0	0	88.4423705469791
H6PD	163.54774620089	241.833693186337	361.838355054845	247.717537762821	166.346260666282	289.578654812159	334.596809087264	148.619653599563
SPSB1	41.6682155925835	94.7890857715291	54.823993190128	38.1103904250494	54.2626839606588	7.77392361911837	61.4235688179519	31.0004185422401
SLC25A33	39.5848048129543	37.6725853707359	46.0521542797075	92.553805317977	30.2447746665967	60.2479080481673	60.6153639650841	19.147317334913
TMEM201	109.379065930532	9.72195751502863	28.5084764588666	33.573439183972	31.1343268626731	39.8413585479816	43.6430620548606	51.0595128931013
PIK3CD	2364.67123487911	2245.77218597161	2167.74069073766	2561.56267071225	1985.48050164247	1722.89582208711	1984.14291379042	1899.23152422018
CLSTN1	263.551463623091	239.40320380758	207.234694258684	274.031854961069	212.602974862253	147.704548763249	321.66553144138	155.913869727149
CTNNBIP1	7.29193772870211	7.29146813627147	9.86831877422304	13.6108537232319	35.5820878430549	31.0956944764735	11.314867940149	23.7062024146542
LZIC	1143.79251801642	1442.49544629237	1463.80061817642	1275.79068899094	1361.90441219293	824.035903626547	1287.47033061839	1060.3966695478
NMNAT1	243.759061216613	267.353831663287	225.874851943327	166.052415423429	133.432829411456	102.032747500929	63.8481833765553	41.941742733619
RBP7	0	0	0	0	0	0	0	0
UBE4B	788.570980089642	651.371153506918	631.572401550274	617.025368786513	385.17610090107	781.279323721396	747.589488902704	465.91805514955
KIF1B	384.389288841583	418.044173146231	421.048267700183	362.956099286184	233.952227568086	294.437357074108	54.9579299950096	505.124466835324
PGD	1234.42088693029	1115.59462484953	2042.74198626417	2454.49062142282	1401.04470882029	1576.16301377625	1080.56988828423	1534.52071784088
CENPS-CORT	2.08341077962917	0	0	0	0	0	0	0
CENPS	147.922165353671	143.398873346672	200.655815075868	197.81107411097	136.991038195761	103.004487953318	121.230727930168	124.00167416896
CORT	0	0	0	0	0	0	0	0
DFFA	785.445863920199	420.474662524988	626.090002231262	1018.09185849775	641.367133371065	745.324926982973	924.58635168075	776.834017587899
PEX14	87.5032527444253	78.9909048096076	84.4289495127971	126.127244501949	81.8388020390263	97.1740452389796	114.765089107226	44.6770737814637
CASZ1	112.504182099975	106.941532665315	26.3155167312614	113.423781026933	17.7910439215275	24.2935113097449	18.5887116159591	71.1186072439626
C1orf127	0	0	0	0	0	0	0	0
TARDBP	1441.72025950339	2362.43567615196	2257.65203956947	2038.90588774014	2263.02078681829	1760.79369973031	1507.30205059843	2696.12463615894
MASP2	0	2.43048937875716	0	0.907390248215461	13.3432829411456	0.971740452389796	0	0
SRM	221.883248030507	289.228236072102	103.069107197441	57.165585637574	158.340290901594	102.032747500929	219.023515127171	48.3241818452566
EXOSC10	2019.86675085048	1802.20787434843	1997.78631184826	2042.535448733	1883.18199909368	1875.45907311231	1556.60254662336	2521.97522611283
MTOR	568.771142838764	725.501079559011	801.526780439671	587.081490595403	402.077592626521	851.244636293461	417.033704079779	423.976312415931
ANGPTL7	0	0	0	0	0	0	0	0
UBIAD1	1022.95469279792	1206.73797655293	490.126499119744	208.699757089556	745.444740312001	731.720560649516	674.851052144603	356.504813235761
DISP3	0	0	0	0	0	0	0	0
FBXO2	17.708991626848	14.5829362725429	27.411996595064	53.5360246447122	9.78507415684011	6.80218316672857	18.5887116159591	15.50020927112
FBXO44	167.714567760148	181.071458717408	117.323345426874	68.0542686161595	131.653725019303	242.935113097449	160.83276572069	135.854775376287
FBXO6	1255.25499472658	1375.65698837655	1334.41599424772	1281.23503048023	1826.25065854479	1895.86562261249	1600.24560867822	1183.48656670081
MAD2L2	710.443075853548	848.240793186248	203.945254667276	238.643635280666	1499.78500258477	994.090482794761	1504.87743603982	257.121118497403
DRAXIN	26.0426347453647	13.3676915831644	124.998704473492	39.0177806732648	29.3552224705203	27.2087326669143	8.89025338154567	113.97212699353
AGTRAP	731.27718364984	764.388909619126	1134.85665903565	1010.83273651202	610.232806508392	951.33390288961	638.481833765553	589.007952302562
C1orf167	0	0	0	0	0	0	0	0
MTHFR	68.7525557277627	66.8384579158218	30.7014361864717	135.201146984104	69.3850712939571	66.0783507625061	103.450221167077	122.178120137064
CLCN6	125.00464677775	137.322649899779	78.9465501937843	47.184292907204	84.5074586272554	25.2652517621347	143.052258957599	91.1777015948238
NPPA	7.29193772870211	0	0	0	0	4.85870226194898	0	2.73533104784471
NPPB	0	0	0	0	0	0	0	0
KIAA2013	521.894400297108	403.461236873688	596.485045908592	385.640855491571	261.528345646454	267.228624407194	200.434803511211	348.298820092227
PLOD1	223.966658810136	149.475096793565	164.471979570384	70.7764393608059	155.671634313365	98.1457856913694	249.735299536147	65.6479451482732
MFN2	327.09549240178	589.39367434861	634.861841141682	536.267636695337	399.408936038292	474.20934076622	324.898350852851	683.832761961179
MIIP	932.326323884055	1359.85880741463	106.358546788848	149.719390955551	642.256685567141	598.592118672114	667.577208468793	44.6770737814637
TNFRSF8	36.4596886435105	150.690341482944	93.2007884232176	47.184292907204	4.44776098038187	0	0	11.8531012073271
TNFRSF1B	940.659967002572	918.724985170205	1296.03919901463	1343.8449576071	1284.51337113428	1295.3300230356	1447.49489148621	1660.34594604174
VPS13D	950.035315510903	915.079251102069	1421.03790348812	967.278004597681	1025.65368207606	727.833598839957	593.222362004957	1062.2202235797
DHRS3	2927.19214537899	2792.63229619197	489.030019255942	492.712904780995	1506.0118679573	1582.96519694298	1436.18002354606	155.913869727149
AADACL4	0	0	0	0	0	6.80218316672857	0	0
AADACL3	0	0	0	0	0	0	0	0
CFAP107	0	0	1.09647986380256	0	0	0	0	0
PRAMEF12	0	0	0	0	0	0	0	0
PRAMEF1	0	0	0	0	0	0	0	0
PRAMEF11	0	0	0	0	0	0	0	0
HNRNPCL1	0	0	0	0	0	0	0	0
PRAMEF2	0	0	0	0	0	0	0	0
PRAMEF4	0	0	0	0	0	0	0	0
PRAMEF10	0	0	0	0	0	0	0	0
PRAMEF7	0	0	0	0	0	0	0	0
PRAMEF6	0	0	0	0	0	0	0	0
PRAMEF27	0	0	0	0	0	0	0	0
PRAMEF26	0	0	0	0	0	0	0	0
PRAMEF25	0	0	0	0	0	0	0	0
HNRNPCL3	0	0	0	0	0	0	0	0
HNRNPCL2	0	0	0	0	0	0	0	0
HNRNPCL4	0	0	0	0	0	0	0	0
PRAMEF9	0	0	0	0	0	0	0	0
PRAMEF13	0	0	0	0	0	0	0	0
PRAMEF18	0	0	0	0	0	0	0	0
PRAMEF5	0	0	0	0	0	0	0	0
PRAMEF8	0	0	0	0	0	0	0	0
PRAMEF15	0	0	0	0	0	0	0	0
PRAMEF33	0	0	0	0	0	0	0	0
PRAMEF14	0	0	0	0	0	0	0	0
PRAMEF19	0	0	0	0	0	0	0	0
PRAMEF17	0	0	0	0	0	0	0	0
PRAMEF20	0	0	0	0	0	0	0	0
LRRC38	0	0	0	0	0	0	0	0
PDPN	0	0	0	0	0	0	0	0
PRDM2	1167.75174198215	1149.62147615214	1303.71455806124	1265.80939626057	966.053684938941	1187.46683282033	812.245877132127	1229.98719451417
KAZN	0	0	0	0	0	0	0	0
TMEM51	0	0	0	0	0	0	0	0
FHAD1	1.04170538981459	2.43048937875716	103.069107197441	13.6108537232319	2.66865658822912	0.971740452389796	6.46563882294231	0
EFHD2	865.657178935922	720.640100801497	804.816220031079	617.932759034729	507.934303959609	575.270347814759	530.990588334137	475.94760232498
CTRC	0	0	0	14.5182439714474	0.889552196076373	0	5.65743397007452	1.82355403189648
CELA2A	0	2.43048937875716	0	0	0	0	0	0
CELA2B	0	0	0	0	0	0	0	0
CASP9	172.923094709221	57.1165004007932	42.7627146882998	88.0168540768997	160.119395293747	353.713524669886	257.009143211957	58.3537290206872
DNAJC16	1168.79344737197	538.35339739471	1280.68848092139	1150.5708347372	636.029820194607	971.740452389796	1181.59549489271	1709.58190490295
AGMAT	47.918447931471	43.7488088176288	19.7366375484461	31.7586586875411	299.779090077738	103.976228405708	210.133261745625	184.178957221544
DDI2	782.320747750755	949.10610240467	1080.03266584552	1345.65973810353	1007.86263815453	1628.6369982053	1550.13690780042	1448.81367834175
RSC1A1	0	0	0	0	0	0	0	0
PLEKHM2	243.759061216613	151.905586172322	175.43677820841	166.959805671645	177.910439215275	253.624258073737	347.528086733149	76.589269339652
SLC25A34	9.37534850833128	20.6591597194358	1.09647986380256	4.5369512410773	8.89552196076373	14.5761067858469	15.355892204488	25.5297564465507
TMEM82	0	0	0	0	0	0	0	0
FBLIM1	0	1.21524468937858	0	0	0	0	0	0.911777015948238
UQCRHL	43.7516263722127	37.6725853707359	37.280315369287	58.9803661340049	38.250744431284	32.0674349288633	34.7528086733149	39.2064116857742
SPEN	1306.29855882749	1340.41489238457	1711.6050673958	1822.94700866486	908.232792193977	888.170773484273	1221.19753268323	1091.39708809004
ZBTB17	323.970376232337	279.506278557073	30.7014361864717	9.98129273037007	300.668642273814	237.10467038311	153.55892204488	3.64710806379295
SRARP	0	0	0	0	0	0	0	0
HSPB7	0	0	0	0	0	0	0	0
CLCNKA	1.04170538981459	1.21524468937858	0	0	0	0	0	0
CLCNKB	2.08341077962917	3.64573406813573	0	0	0	0	0	0
FAM131C	1.04170538981459	0	1.09647986380256	0	1.77910439215275	3.88696180955918	0	0
EPHA2	0	0	0	0	0	0	0	0
ARHGEF19	47.918447931471	24.3048937875716	26.3155167312614	45.369512410773	120.08954647031	128.269739715453	113.14867940149	157.737423759045
CPLANE2	0	29.1658725450859	0	0	12.4537307450692	0.971740452389796	15.355892204488	2.73533104784471
FBXO42	663.566333311892	421.689907214367	624.993522367459	478.194660809548	605.78504552801	667.58569079179	779.917683017416	314.563070502142
SZRD1	1048.99732754329	1474.09180821622	1540.5542086426	1597.00683685921	974.949206899705	929.955612937035	1196.14318224433	1295.63513966245
SPATA21	45.8350371518418	18.2286703406787	2.19295972760512	0.907390248215461	0	0	0	12.7648782232753
NECAP2	3888.68622017785	4421.06017995927	4090.96637184735	4683.94846128821	2671.32524481735	2743.22329709639	2321.16433743629	3271.45593322228
NBPF1	6.25023233888752	12.1524468937858	0	0	20.4597005097566	9.71740452389796	3.23281941147115	0.911777015948238
CROCC	5.20852694907293	0	7.67535904661792	0	13.3432829411456	44.7000608099306	16.1640970573558	0.911777015948238
MFAP2	0	0	0	0	0	0	0	0
ATP13A2	193.757202505513	172.564745891758	16.4471979570384	24.4995367018174	105.856711333088	81.6261980007428	86.4779192568533	25.5297564465507
SDHB	3495.96328821775	3049.04892565085	2424.31697886746	2245.79086433327	3335.8207352864	3074.58679136131	2959.64617120184	1227.25186346633
PADI2	0	0	6.57887918281536	0.907390248215461	0	0	0	0
PADI1	0	10.9372022044072	0	0	0	0	0	0
PADI3	0	0	0	1.81478049643092	0	0	0.808204852867788	0
PADI4	0	14.5829362725429	1.09647986380256	23.592146453602	9.78507415684011	23.3217708573551	21.8215310274303	92.0894786107721
PADI6	0	20.6591597194358	0	0	0	0.971740452389796	23.4379407331659	0
RCC2	689.608968057257	415.613683767474	654.598478690128	718.653076586645	204.597005097566	317.759127931463	280.447083945123	539.771993441357
ARHGEF10L	0	0	0	0	0	0	0	0
ACTL8	0	0	0	0	0	0	0	0
IGSF21	1.04170538981459	0	0	0	0	0	0	0
KLHDC7A	0	0	0	0	0	0	0	0
PAX7	0	0	0	0	2.66865658822912	0	0	0
TAS1R2	0	0	0	0	0	0	0	0
ALDH4A1	0	0	8.77183891042048	21.7773659571711	0	0	25.0543504389014	10.9413241913789
IFFO2	14.5838754574042	69.268947294579	40.5697549606947	69.8690491125905	11.5641785489929	11.6608854286775	21.8215310274303	27.3533104784471
UBR4	523.977811076737	1008.65309218422	1062.48898802468	1206.82903012656	565.755196704573	499.474592528355	1122.59654063336	719.39206558316
EMC1	785.445863920199	566.304025250417	1120.60242080622	715.930905841999	1094.14920117394	1164.14506196298	567.359806713187	590.831506334458
MRTO4	1040.66368442477	1333.1234242483	1076.74322625411	1280.32764023202	1387.70142587914	983.401337818473	1139.56884254358	1280.13493039133
AKR7L	1.04170538981459	23.089649098193	71.2711911471664	27.2217074464638	8.00596976468736	0	0	0
AKR7A3	0	1.21524468937858	3.28943959140768	2.72217074464638	0	0	0	8.20599314353414
AKR7A2	63.5440287786898	221.174533466901	182.015657391225	204.162805848479	112.083576705623	82.5979384531326	65.4645930822908	162.296308838786
SLC66A1	107.295655150902	123.954958316615	72.3676710109689	22.6847562053865	81.8388020390263	80.654457548353	68.697412493762	31.9121955581883
CAPZB	7071.09618606142	5807.65437054023	2697.3404649543	2348.32596238161	7113.74891202276	7356.07522459075	7091.18937906197	2539.29898941584
MICOS10	98.9620120323858	123.954958316615	91.0078286956125	93.4611955661925	91.6238761958664	189.48938821601	102.642016314209	158.649200774993
MICOS10-NBL1	0	0	0	0	0	0	0	0
NBL1	139.588522235155	113.017756112208	237.936130445155	166.959805671645	48.9253707842005	66.0783507625061	54.1497251421418	60.1772830525837
HTR6	0	0	0	0	0	0	0	0
TMCO4	50.0018587111002	60.7622344689289	63.5958321005485	68.961658864375	161.8984996859	86.4849002626918	41.2184474962572	41.0299657176707
RNF186	0	0	0	0	0	0	0	0
OTUD3	270.843401351793	178.640969338651	428.723626746801	404.696050704095	215.271631450482	222.528563597263	240.845046154601	410.299657176707
PLA2G2E	0	0	0	0	0	0	1.61640970573558	0
PLA2G2A	0	1.21524468937858	0	0	0	0	0	0
PLA2G5	0	0	0	0	0	0	0	0
PLA2G2D	0	0	0	0	0	0	0	0
PLA2G2F	0	0	0	0	0	0	0	0
PLA2G2C	0	0	0	0	0	0	0	0
UBXN10	0	2.43048937875716	0	23.592146453602	36.4716400391313	13.6043663334571	0	0
VWA5B1	0	0	0	0	0	0	0	0
CAMK2N1	0	0	4.38591945521024	6.35173173750823	2.66865658822912	0	0	0
MUL1	959.410664019235	1359.85880741463	631.572401550274	521.74939272389	1030.99099525252	1403.19321325087	1018.33811461341	565.301749887908
FAM43B	0	0	0	0	0	0	0	0
CDA	0	0	0	0	0	0	0	2.73533104784471
PINK1	11.4587592879605	4.86097875751431	4.38591945521024	3.62956099286184	4.44776098038187	0.971740452389796	0.808204852867788	11.8531012073271
DDOST	3676.17832065568	3538.79253547042	3657.85682564534	3381.84345509902	4592.75798834232	4826.63482702012	3812.30229097736	4041.90751169854
KIF17	0	3.64573406813573	0	0	0	0	0	0
SH2D5	0	0	0	0	0	0	0	0
HP1BP3	3056.363613716	2970.05802084125	3177.59864529982	3193.10628347021	4677.26544696957	3975.39019072665	3423.55575674795	3652.57872588864
EIF4G3	458.350371518418	480.021652304538	959.41988082724	764.929979245633	829.952198939256	836.668529507614	796.081780074771	992.925170367631
ECE1	431.266031383239	117.878734869722	264.251647176417	180.570659394877	184.137304587809	235.161189478331	211.749671451361	65.6479451482732
NBPF3	62.5023233888752	100.865309218422	17.543677820841	22.6847562053865	164.567156274129	60.2479080481673	66.2727979351586	110.325018929737
ALPL	0	2.43048937875716	0	0	0	0	0	0
RAP1GAP	0	2.43048937875716	0	0	0	0	0	0
USP48	389.597815790656	382.802077154252	588.809686861975	610.673637049005	436.770128273499	215.726380430535	493.004960249351	204.238051572405
LDLRAD2	0	0	0	0	0	0	0	0
HSPG2	3.12511616944376	0	0	0	0	0	0	0
CELA3B	0	0	0	0	0	0	0	0
CELA3A	0	1.21524468937858	0	0	0	0	0	0
CDC42	2985.52764720861	2430.48937875716	3030.67034355028	3203.08757620058	1452.63873619272	1596.56956327643	1597.82099411962	2271.23654672706
WNT4	4.16682155925835	7.29146813627147	14.2542382294333	0	0	0.971740452389796	0	0
ZBTB40	98.9620120323858	289.228236072102	167.761419161792	137.92331772875	238.399988548468	99.1175261437592	206.900442334154	376.563907586622
EPHA8	0	1.21524468937858	0	0	0	0	1.61640970573558	0
C1QA	0	0	0	0	0	0	0	0
C1QC	0	0	0	0	0	0	0	0
C1QB	0	0	0	0	0	0	0	0
