Costimonly_CD8_V7_1	Costimonly_CD8_V7_2	Costimonly_CD8_V7_3	Costimonly_CD8_V7_4	fulldel_CD8_V7_1	fulldel_CD8_V7_2	fulldel_CD8_V7_3	fulldel_CD8_V7_4
TWIST2	0	0	0	0	0	0	0	0
HDAC4	23.9592239657355	29.1658725450859	74.5606307385741	30.8512684393257	156.561186509442	52.473984429049	59.8071591122163	19.147317334913
NDUFA10	3027.19586280119	2705.13467855672	730.255589292505	758.578247508125	2613.50435207238	2798.61250288261	2215.28950171061	510.595128931013
OR6B2	0	0	0	0	0	0	0	0
OR6B3	0	0	0	0	0	0	0	0
COPS9	1501.09746672282	1466.80034007994	1529.58941000457	1263.08722551592	1418.83575274182	1302.13220620233	1544.47947383034	992.013393351683
OTOS	0	0	0	0	0	0	0	0
GPC1	36.4596886435105	0	0	0	0	5.83044271433877	7.27384367581009	10.0295471754306
ANKMY1	17.708991626848	63.1927238476861	189.691016437843	50.8138539000658	179.689543607427	94.2588238818102	164.873789985029	123.089897153012
DUSP28	30.209456304623	201.730618436844	155.700140659963	274.939245209285	161.008947489824	115.637113834386	181.846091895252	102.119025786203
RNPEPL1	331.262313961039	376.725853707359	121.709264882084	117.96073226801	380.728339920688	401.328806836986	557.661348478774	96.6483636905132
CAPN10	108.337360540717	44.9640535070074	33.9908757778794	29.9438781911102	68.4955190978807	32.0674349288633	112.340474548623	23.7062024146542
GPR35	19.7924024064772	15.7981809619215	28.5084764588666	29.9438781911102	33.8029834509022	4.85870226194898	13.7394824987524	1.82355403189648
AQP12B	0	0	0	0	0	0	0	0
AQP12A	0	0	0	0	0	0	0	0
KIF1A	0	0	0	0	0	0	0.808204852867788	0
AGXT	0	0	0	0	0	0	0	0
MAB21L4	0	0	0	0	0	0	0	0
CROCC2	0	0	0	0	0	0	0	0
SNED1	0	31.596361923843	3.28943959140768	17.2404147160938	0.889552196076373	39.8413585479816	4.84922911720673	9.11777015948238
MTERF4	886.491286732214	732.792547695283	728.0626295649	926.445443427985	793.480558900125	906.633842079679	838.108432423896	909.041684900393
PASK	970.869423307195	979.487219639134	1152.40033685649	1141.49693225505	451.892515606798	342.052639241208	712.836680229389	471.388717245239
PPP1R7	2842.81400880401	2742.80726392745	2737.91021991499	2795.66935475183	2680.22076677811	2497.37296264177	2533.72221374052	3173.89579251582
ANO7	0	0	0	0	2.66865658822912	0	0	0
HDLBP	1480.26335892653	1346.49111583146	1793.84105718099	1583.39598313598	1582.51335681987	2353.55537568809	2267.82281714701	2193.73550037146
SEPTIN2	4014.73257234542	5649.67256092101	5078.89472913346	5471.56319673923	5574.82361281063	5332.9116027152	5722.09035830394	5460.632548514
FARP2	260.426347453647	174.995235270515	205.041734531079	118.868122516225	123.647755254616	148.676289215639	96.1763774912668	96.6483636905132
STK25	234.383712708282	139.753139278537	217.103013032907	235.014074287804	157.450738705518	139.930625144131	435.622415695738	295.415753167229
BOK	0	0	0	0	0	0	13.7394824987524	0
THAP4	335.429135520297	280.721523246452	139.252942702925	152.441561700197	274.871628587599	189.48938821601	139.01123469326	221.561814875422
ATG4B	1146.91763418586	713.348632665225	180.919177527422	83.4799028358224	1421.50440933004	981.457856913694	1067.63861063835	108.50146489784
DTYMK	776.070515411867	709.70289859709	291.663643771481	264.050562230699	1383.25366489876	1136.93632929606	1292.31955973559	433.094082575413
ING5	309.386500774932	75.3451707414718	253.286848538391	117.053342019794	171.68357384274	128.269739715453	277.214264533651	119.442789089219
D2HGDH	16.6672862370334	0	0	4.5369512410773	16.9014917254511	2.91522135716939	39.6020377905216	6.38243911163767
GAL3ST2	0	2.43048937875716	0	0	0	0	0	0
NEU4	0	0	0	0	0	0	0	0
PDCD1	89.5866635240545	108.156777354693	10.9647986380256	3.62956099286184	56.0417883528115	120.495816096335	144.668668663334	25.5297564465507
RTP5	0	0	0	0	0	0	0	0
FAM240C	0	0	0	0	0	0	0	0
CHL1	0	0	0	0	0	0	0	0
CNTN6	0	0	0	0	0	0	0	0
CNTN4	0	0	0	0	0	0	0	0
IL5RA	6.25023233888752	3.64573406813573	2.19295972760512	0.907390248215461	0	4.85870226194898	0	0
TRNT1	1234.42088693029	1697.69683106187	1146.91793753748	976.351907079836	1182.2148685855	1709.29145575365	1389.30414207973	1222.69297838659
CRBN	3298.03926415298	3130.47031983922	2123.88149618556	2880.05664783587	2464.05958313155	3128.03251624275	2772.95085018938	3802.11015650415
SUMF1	96.8786012527566	78.9909048096076	67.9817515557587	78.9429515947451	322.907447175723	117.580594739165	438.047030254341	83.8834854672379
LRRN1	0	0	0	0	0	0	0	0
SETMAR	252.09270433513	171.34950120238	72.3676710109689	147.90461045912	359.379087214855	240.991632192669	333.788604234397	60.1772830525837
ITPR1	1452.13731340153	1640.58033066108	1757.6572216755	1797.54008171483	751.671605684535	370.233112360512	298.227590708214	617.273039796957
BHLHE40	12802.5592408213	13923.0584062104	7933.03181461152	7575.80118235088	10114.2084693884	10489.9381835478	9311.32810988979	4821.47686033428
ARL8B	2207.37372101711	2420.76742124213	1566.86972537386	1656.89459324143	3168.58492242404	2244.72044502043	3086.53433310208	1312.04712594951
EDEM1	5040.81238131279	4551.09136172278	6140.28723729433	5597.69044124118	4365.92217834284	4565.23664532726	4875.89987735137	5973.96300849286
GRM7	0	7.29146813627147	0	0	0	0	0	0
LMCD1	18.7506970166626	53.4707663326574	120.612785018282	61.7025368786513	0.889552196076373	0	31.5199892618437	22.794425398706
SSUH2	0	0	0	0	0	0.971740452389796	0	0
CAV3	0	0	0	0	0	0	0	0
OXTR	0	0	0	0	0	0	0	0
RAD18	1460.47095652005	1475.30705290559	2063.57510367642	1884.64954554351	836.179064311791	863.877262174528	935.901219620899	1420.54859084736
SRGAP3	159.380924641632	106.941532665315	21.9295972760512	52.6286343964967	22.2388049019093	8.74566407150816	67.0810027880264	305.44530034266
THUMPD3	1819.85931600608	1776.68773587148	1434.19566185375	1756.70752054513	2083.33124321087	2059.11801861398	1829.77578689267	2160.91152779732
SETD5	688.567262667442	873.760931663198	616.221683457039	741.337832792031	736.549218351237	680.218316672857	875.285855655815	758.598477268934
LHFPL4	0	0	0	0	0	0	0	0
MTMR14	714.609897412807	658.662621643189	603.063925091408	796.688637933175	728.54324858655	300.267799788447	994.900173880247	555.272202712477
CPNE9	0	0	0	0	0	0	3.23281941147115	0
BRPF1	212.507899522176	453.28626913821	353.066516144424	295.80922091824	278.429837371905	121.467556548724	206.092237481286	318.210178565935
OGG1	96.8786012527566	421.689907214367	203.945254667276	261.328391486053	273.092524195447	320.674349288633	293.378361591007	423.976312415931
CAMK1	0	10.9372022044072	5.4823993190128	0	8.00596976468736	13.6043663334571	13.7394824987524	0
TADA3	1179.21050127011	1256.56300881745	1508.75629259232	1629.67288579497	1769.31931799591	1726.78278389667	1626.10816396999	2174.58818303655
ARPC4	2580.30425057073	2186.22519619206	3416.63125560878	3538.8219680403	2320.84167956326	2417.69024554581	2476.3396691869	3955.28869518346
ARPC4-TTLL3	0	0	0	0	0.889552196076373	0	0	0
TTLL3	110.420771320346	133.676915831644	135.963503111517	117.96073226801	144.997007960449	137.987144239351	168.914814249368	95.736586674565
RPUSD3	732.318889039655	599.115631863639	139.252942702925	124.312464005518	749.002949096306	860.962040817359	676.467461850339	138.590106424132
CIDEC	0	0	0	0	0.889552196076373	0	0	0
JAGN1	1880.27822861533	1730.5084376751	343.198197370201	307.605294145041	1403.71336540852	1356.54967153615	1259.18316076801	199.679166492664
IL17RE	0	0	0	0	0	0	0	20.9708713668095
IL17RC	2.08341077962917	1.21524468937858	0	0	0	0	0.808204852867788	0
CRELD1	125.00464677775	204.161107815601	124.998704473492	165.145025175214	109.414920117394	104.947968858098	67.0810027880264	8.20599314353414
PRRT3	64.5857341685044	40.1030747494931	69.0782314195613	69.8690491125905	10.6746263529165	29.1522135716939	12.1230727930168	16.4119862870683
EMC3	2818.85478483827	2494.89734729422	2881.54908207313	3343.73306467397	2424.02973430812	2893.84306721681	2630.70679608465	3121.01272559082
FANCD2	718.776718972065	1658.80900100176	1755.4642619479	1470.87959235726	1675.02678521181	1695.68708942019	1169.47242209969	1301.10580175814
FANCD2OS	0	0	4.38591945521024	0	0	10.6891449762878	0	0
BRK1	6510.65868634117	6082.29967033978	6613.96653845704	6966.03493555009	5614.85346163407	5462.15308288304	6017.08512960068	6885.74002444109
VHL	222.924953420322	247.90991663323	206.138214394881	174.218927657368	566.64474890065	408.130990003714	461.484970987507	176.884741093958
IRAK2	210.424488742547	486.097875751431	308.110841728519	416.492123930896	176.131334823122	401.328806836986	58.1907494064808	46.5006278133601
TATDN2	490.64323860267	363.358162124195	312.49676118373	623.377100524022	267.755211018988	292.493876169329	352.377315850356	348.298820092227
GHRL	15.6255808472188	23.089649098193	35.0873556416819	15.4256342196628	0	0	0	2.73533104784471
SEC13	3484.50452892979	2993.14766993944	3687.46178196801	3548.80326077067	2592.15509936655	2327.31838347356	2393.90277419439	3402.75182351882
ATP2B2	0	1.21524468937858	0	0	0	0	0	0
SLC6A11	0	0	0	0	0	0	0	0
SLC6A1	0	0	0	0	0	0	11.314867940149	0
HRH1	0	0	6.57887918281536	0	0	0	6.46563882294231	0
ATG7	822.947257953524	608.837589378668	514.249056123401	738.615662047385	654.710416312211	747.268407887753	669.193618174529	982.895623192201
VGLL4	23.9592239657355	41.3183194388717	33.9908757778794	37.2030001768339	76.5014888625681	54.4174653338286	113.956884254358	72.942161275859
TAMM41	486.476417043412	408.322215631202	729.159109428702	394.714757973725	765.014888625681	831.809827245665	514.826491276781	599.037499477992
SYN2	0	2.43048937875716	0	0	0	0	1.61640970573558	0
TIMP4	0	2.43048937875716	0	0	0	0	0	0
PPARG	46.8767425416564	41.3183194388717	42.7627146882998	7.25912198572369	0	0	0	0
TSEN2	251.050998945315	213.88306533063	323.461559821755	593.433222332911	301.558194469891	244.878594002229	179.421477336649	465.91805514955
MKRN2OS	9.37534850833128	0	3.28943959140768	2.72217074464638	0.889552196076373	0	0	0
MKRN2	730.235478260026	1098.58119919823	1191.87361195338	768.559540238495	1496.22679380046	1038.79054360469	1276.96366753111	1369.48907795425
RAF1	780.237336971126	612.483323446803	1058.10306856947	928.260223924416	1269.39098380098	1274.92347353541	1481.43949530666	1067.69088567539
TMEM40	0	17.0134256513001	0	0	0	0	0	0
CAND2	0	19.4439150300573	0	0	18.6805961176038	0	0	0
RPL32	3673.05320448623	3968.98915551044	4293.81514665082	4157.66211732324	3242.41775469838	3345.70237757807	3379.10448984022	4513.29622894378
IQSEC1	282.302160639753	181.071458717408	191.883976165448	165.145025175214	369.164161371695	447.000608099306	325.706555705719	113.060349977582
NUP210	945.868493951645	1056.04763506998	1116.21650135101	810.299491656406	1081.69547042887	1123.3319629626	953.68172638399	506.94802086722
HDAC11	14.5838754574042	49.8250322645217	8.77183891042048	34.4808294321875	1.77910439215275	0	0	13.6766552392236
FBLN2	0	0	0	0	0	0	0	1.82355403189648
WNT7A	0	0	3.28943959140768	0	0	0	0	0
CHCHD4	800.029739377603	476.375918236403	675.431596102377	791.244296443882	800.596976468736	563.609462386082	768.602815077267	839.746631688327
TMEM43	1355.25871214878	1433.98873346672	1604.15004074314	969.092785094112	1210.68053885994	1013.52529184256	1141.99345710218	1160.69214130211
XPC	306.261384605489	421.689907214367	195.173415756856	327.567879605781	425.205949724506	232.245968121161	396.828582758084	421.240981368086
LSM3	3525.13103913256	3425.77477935821	4510.91815968373	4465.26741146828	4029.67144822597	3918.05750403566	3548.82750894246	5405.01415054116
SLC6A6	513.560757178591	653.801642885675	630.475921686472	460.954246093454	521.277586900755	342.052639241208	801.739214044846	826.069976449104
GRIP2	0	0	0	0	0	0	0	0
CCDC174	1254.21328933676	1378.08747775531	1312.48639697166	1802.98442320412	1821.80289756441	1574.21953287147	1380.41388869818	2104.38135280853
C3orf20	7.29193772870211	0	0	15.4256342196628	0	0	0	11.8531012073271
FGD5	0	1.21524468937858	0	16.3330244678783	0	0	0	0.911777015948238
NR2C2	904.200278359061	393.739279358659	251.093888810786	683.264856906242	413.641771175514	460.604974432763	434.81421084287	699.332971232299
MRPS25	503.143703280446	413.183194388717	188.59453657404	225.032781557434	449.223859018568	237.10467038311	413.800884668308	177.796518109906
RBSN	335.429135520297	290.44348076148	356.355955735832	371.122611520123	400.298488234368	267.228624407194	651.413111411437	278.091989864213
CAPN7	296.886036097157	351.205715230409	350.873556416819	401.973879959449	314.01192521496	41.7848394527612	316.816302324173	311.827739454297
SH3BP5	6.25023233888752	13.3676915831644	12.0612785018282	29.0364879428947	8.00596976468736	3.88696180955918	12.9312776458846	5.47066209568943
METTL6	658.357806362819	277.075789178316	609.642804274223	1021.72141949061	664.495490469051	708.398789792161	582.715698917675	706.627187359885
EAF1	1154.20957191456	1156.91294428841	1358.53855125137	1521.69344625733	902.005926821442	1021.29921546168	955.298136089726	1498.04963720296
COLQ	1.04170538981459	54.686011022036	5.4823993190128	0	19.5701483136802	14.5761067858469	14.5476873516202	0
HACL1	1460.47095652005	1454.64789318616	1855.24392955393	1555.2668854413	1416.16709615359	1362.38011425049	1324.6477538503	1483.46120494778
BTD	180.215032437924	130.031181763508	255.479808265996	174.218927657368	180.579095803504	420.763615884782	158.408151162086	248.003348337921
ANKRD28	817.738731004451	1852.03290661295	961.612840554845	1046.22095619243	1275.61784917352	912.464284794018	640.906448324156	1033.9551360853
GALNT15	0	2.43048937875716	0	0	0	0.971740452389796	0	0
DPH3	2406.3394504717	2226.32827094156	2743.392619234	2831.96496468045	2135.81482277937	2372.99018473588	2675.96626784525	2525.62233417662
OXNAD1	2450.09107684391	2661.38586973909	2907.86459880439	2451.76845067817	2239.00287752423	2710.18412171514	2182.9613075959	3222.21997436107
RFTN1	1238.58770848954	1002.57686873733	1038.36643102102	1173.25559094259	612.901463096621	555.835538766963	859.121758598459	1037.60224414909
DAZL	0	1.21524468937858	74.5606307385741	0	0	0	0.808204852867788	0
PLCL2	140.630227624969	245.479427254473	377.189073148081	389.270416484433	257.080584666072	74.8240148340143	220.639924832906	441.300075718947
TBC1D5	241.675650436984	407.106970941824	298.242522954296	619.74753953116	452.782067802874	411.046211360884	255.392733506221	413.9467652405
SATB1	3784.51568119639	3955.62146392727	2956.1097128117	2972.61045315385	2784.29837371905	2865.66259409751	1861.29577615452	1849.99556535898
KCNH8	0	0	0	0	0	0	0	0
EFHB	22.9175185759209	0	17.543677820841	15.4256342196628	0	60.2479080481673	12.9312776458846	2.73533104784471
RAB5A	3168.86779581597	3216.7526927851	2929.79419608044	3433.5646992473	3235.30133712977	3734.39855853398	2764.8688016607	2470.00393620378
PP2D1	59.3772072194315	36.4573406813574	2.19295972760512	19.0551952125247	13.3432829411456	0	17.7805067630913	0
KAT2B	2391.75557501429	2155.8440789576	2618.39391476051	2753.92940333392	1856.49543321139	1943.48090477959	1654.39533382036	2075.20448829819
SGO1	1762.56551956628	1352.56733927836	2123.88149618556	1851.07610635954	1720.39394721171	1229.25167227309	1800.68041218943	2003.17410403828
ZNF385D	0	2.43048937875716	0	1.81478049643092	0	0	0	0
UBE2E2	3.12511616944376	0	5.4823993190128	0	1.77910439215275	44.7000608099306	14.5476873516202	0
UBE2E1	754.194702225761	567.519269939796	469.293381707496	526.286343964967	418.979084351972	494.615890266406	406.527040992497	616.361262781009
NKIRAS1	160.422630031446	211.452575951873	393.636271105119	219.588440068141	229.504466587704	164.224136453875	155.175331750615	192.384950365078
RPL15	12118.1587997131	11714.9588056095	12247.6800786746	13668.9266991177	12525.7844729514	14101.8974450807	13168.8898726277	16617.1361156566
NR1D2	198.965729454586	477.591162925781	174.340298344607	236.828854784235	366.495504783466	393.554883217867	425.115752608457	415.770319272397
THRB	0	0	0	0	0	0	0	0
RARB	10.4170538981459	0	26.3155167312614	10.8886829785855	0	0.971740452389796	22.6297358802981	0
TOP2B	3193.86872517152	3171.78863927809	3688.55826183181	3311.97440598643	2820.77001375818	3112.48466900452	2873.97645679786	3196.69021791452
NGLY1	1356.30041753859	1521.48635110198	712.711911471664	699.59788137412	1838.70438928986	1691.80012761063	2210.4402725934	659.214782530576
OXSM	566.687732059135	538.35339739471	506.573697076783	708.671783856275	438.549232665652	814.318499102649	498.662394219425	697.509417200402
LRRC3B	0	0	0	0	0	0	0	0
NEK10	50.0018587111002	2.43048937875716	1.09647986380256	0	10.6746263529165	72.8805339292347	0	131.295890296546
SLC4A7	2374.04658338744	2612.77608216394	1964.89191593419	2080.64583915805	3510.17296571737	2595.51874833314	2904.68824120683	3992.67155283734
EOMES	684.400441108184	706.057164528954	792.754941529251	646.061856729408	990.96114642908	1431.37368637017	1454.76873516202	1688.61103353614
CMC1	1068.78972994977	719.424856112118	619.511123048446	718.653076586645	903.785031213595	1020.32747500929	745.164874344101	410.299657176707
AZI2	1217.75360069325	681.752270741382	564.687129858318	513.582880489951	1214.23874764425	1066.971016724	1125.02115519196	524.271784170237
ZCWPW2	100.0037174222	58.3317450901718	8.77183891042048	18.1478049643092	0	60.2479080481673	0	15.50020927112
RBMS3	0	0	6.57887918281536	0	0	0.971740452389796	0	0.911777015948238
TGFBR2	1083.37360540717	1303.95755170321	902.402927909507	740.430442543816	1389.48053027129	1412.91061777476	1213.11548415455	1636.63974362709
GADL1	0	0	0	0	0	0	0	0
STT3B	1640.68598895797	2180.14897274517	3062.46825960055	2492.60101184787	2874.14314552276	2455.58812318901	3044.50768075296	3269.63237919038
OSBPL10	15.6255808472188	2.43048937875716	35.0873556416819	50.8138539000658	57.8208927449643	2.91522135716939	77.5876658753077	49.2359588612049
ZNF860	0	1.21524468937858	0	0	0	0	0	0
GPD1L	154.172397692559	232.111735671308	105.262066925046	432.825148398775	389.623861881451	335.25045607448	305.501434384024	120.354566105167
CMTM8	0	6.07622344689289	8.77183891042048	0.907390248215461	8.89552196076373	9.71740452389796	0	1.82355403189648
CMTM7	239.592239657355	249.125161322609	95.3937481508227	225.94017180565	106.746263529165	94.2588238818102	205.284032628418	124.913451184909
CMTM6	6832.54565179388	6892.8678781553	2961.59211213071	3240.29057637741	6250.88328182867	6688.48953379896	6674.96387983506	2411.65020718309
DYNC1LI1	928.159502324797	1093.72022044072	1108.54114230439	1411.89922622326	1396.59694783991	1372.09751877439	1426.48156531165	1732.37633030165
CNOT10	1194.83608211733	1344.06062645271	822.35989785192	1439.12093366972	1976.5849796817	1553.81298337128	1014.29709034907	1036.69046713315
TRIM71	0	0	0	0	0	0	0	0
CCR4	423.974093654537	218.744044088144	82.235989785192	311.234855137903	103.188054744859	0.971740452389796	216.598900568567	258.9446725293
GLB1	1205.25313601548	1182.43308276536	1357.44207138757	1274.88329874272	1061.23576991911	1165.11680241537	1010.25606608474	1073.16154777108
TMPPE	67.7108503379482	0	1.09647986380256	17.2404147160938	8.00596976468736	0	0	2.73533104784471
CRTAP	137.505111455525	202.945863126223	141.44590243053	220.495830316357	107.635815725241	78.7109766435734	294.994771296743	340.092826948693
SUSD5	0	0	0	0	0	0	0	0
FBXL2	75.0027880666503	2.43048937875716	40.5697549606947	38.1103904250494	27.5761180783676	7.77392361911837	42.026652349125	79.3246003874967
UBP1	369.805413384178	842.164569739355	520.827935306216	800.318198926036	556.85967474381	617.05518726752	667.577208468793	702.980079296092
CLASP2	432.307736773054	751.021218035961	475.872260890311	1097.94220034071	652.041759723981	532.513767909608	404.102426433894	824.246422417207
PDCD6IP	2625.09758233276	3213.10695871696	2115.10965727514	1745.81883756655	3064.50731548311	3304.8892785777	2713.95189593003	2061.52783305897
ARPP21	0	0	0	0	0	0	0	0
STAC	0	0	0	0	0	5.83044271433877	0	0
DCLK3	0	1.21524468937858	0	0	0	0	0	0
TRANK1	477.101068535081	441.133822244424	1209.41728977422	640.617515240115	849.522347252936	748.240148340143	514.018286423913	852.511509911603
EPM2AIP1	894.82492985073	1348.92160521022	1206.12785018282	1078.88700512818	1287.18202772251	1180.6646496536	1170.28062695256	1459.75500253313
MLH1	1568.80831706077	1393.88565871723	1840.9896913245	1514.4343242716	2010.3879631326	1890.03517989815	1584.08151162086	2254.82456043999
LRRFIP2	526.061221856367	586.963184969853	608.546324410421	767.65214999028	268.644763215065	343.024379693598	255.392733506221	340.092826948693
GOLGA4	2130.28752217083	2285.87526072111	1666.64939297989	2657.74603702308	1928.54916109358	1814.23942461175	1731.1747948428	2635.03557609041
ITGA9	0	1.21524468937858	0	0	0	1.94348090477959	0	0.911777015948238
CTDSPL	41.6682155925835	0	2.19295972760512	5.44434148929276	0.889552196076373	0	0	0
VILL	216.674721081434	132.461671142265	55.9204730539306	77.1281710983142	170.794021646664	48.5870226194898	71.1220270523654	50.1477358771531
PLCD1	100.0037174222	217.528799398765	73.4641508747715	9.98129273037007	129.87462062715	263.341662597635	84.05330469825	66.5597221642214
DLEC1	7.29193772870211	0	14.2542382294333	0	3.55820878430549	26.2369922145245	28.2871698503726	0
ACAA1	166.672862370334	192.008660921815	213.813573441499	164.237634926998	107.635815725241	152.563251025198	141.435849251863	124.00167416896
MYD88	4716.84200508045	4582.68772364662	2558.08752225137	2641.41301255521	6734.79967649422	5898.46454600606	6420.37935118171	2791.86122283351
OXSR1	1407.34398163951	1183.64832745474	1078.93618598172	1069.81310264603	849.522347252936	482.955004837728	693.439763760562	975.601407064615
SLC22A13	0	0	0	0	0	0	0	0
SLC22A14	0	0	0	0	3.55820878430549	0	0	0
XYLB	62.5023233888752	46.179298196386	12.0612785018282	55.3508051411431	17.7910439215275	114.665373381996	2.42461455860336	33.7357495900848
ACVR2B	4.16682155925835	40.1030747494931	77.8500703299817	42.6473416661266	0.889552196076373	42.756579905151	1.61640970573558	0
EXOG	642.7322255156	782.617579959804	646.92311964351	754.041296267048	592.441762586865	664.67046943462	529.374178628401	800.540220002553
SCN5A	1.04170538981459	0	2.19295972760512	1.81478049643092	1.77910439215275	1.94348090477959	0.808204852867788	0.911777015948238
SCN10A	0	1.21524468937858	0	0	0	0	0	0
SCN11A	2.08341077962917	0	0	0	0.889552196076373	3.88696180955918	0	0
WDR48	1814.65078905701	1890.92073667307	1266.43424269196	2100.60842461879	591.552210390788	971.740452389796	824.368949925144	1232.72252556202
GORASP1	54.1686802703585	75.3451707414718	208.331174122486	41.7399514179112	194.811930940726	109.806671120047	151.134307486276	100.295471754306
TTC21A	0	1.21524468937858	70.1747112833638	0	40.9194010195132	26.2369922145245	21.8215310274303	0
CSRNP1	151.047281523115	151.905586172322	203.945254667276	229.569732798512	52.483579568506	59.2761675957775	168.914814249368	168.678747950424
XIRP1	0	75.3451707414718	0	0	0	0	0	0
CX3CR1	18.7506970166626	49.8250322645217	89.9113488318099	132.478976239457	183.247752391733	322.617830193412	191.544550129666	119.442789089219
CCR8	48.9601533212856	65.6232132264432	0	36.2956099286184	10.6746263529165	0	0.808204852867788	0
SLC25A38	781.27904236094	845.810303807491	502.187777621572	550.785880666785	886.883539488144	776.420621459447	703.138221994976	328.239725741366
RPSA	2016.74163468104	1917.6561198394	2309.18659316819	2252.14259607077	1907.19990838774	2115.47896485259	1858.06295674305	2482.76881442705
MOBP	0	0	1.09647986380256	0	0	0	0	0
MYRIP	0	0	10.9647986380256	0	0	0	0	0
EIF1B	2744.89370216144	2548.36811362688	2894.70684043876	2963.53655067169	3028.03567544397	2535.27084028498	2907.11285576543	3667.16715814381
ENTPD3	0	0	0	0	0	0	157.599946309219	0
RPL14	5547.08120076268	5276.59244128179	5771.87000305668	6580.39408005852	4590.97888395016	4662.41069056624	4972.07625484263	6058.75827097604
ZNF619	41.6682155925835	0	14.2542382294333	113.423781026933	60.4895493331934	40.8130990003714	15.355892204488	14.5884322551718
ZNF620	16.6672862370334	164.058033066108	0	54.4434148929276	77.3910410586445	261.398181692855	52.5333154364062	90.2659245788756
ZNF621	320.845260062893	535.922908015953	359.64539532724	264.050562230699	273.092524195447	288.606914359769	570.592626124659	475.94760232498
CTNNB1	1313.59049655619	1836.23472565103	1241.2152058245	1172.34820069438	1552.26858215327	1038.79054360469	1350.51030914207	1538.16782590468
ULK4	822.947257953524	562.658291182282	890.341649407679	980.888858320913	1158.19695929144	1173.86246648687	1491.13795354107	1291.98803159865
TRAK1	175.006505488851	68.0537026052004	176.533258072212	529.915904957829	145.886560156525	252.652517621347	145.476873516202	501.477358771531
CCK	0	0	0	0	0	0.971740452389796	0	0
LYZL4	0	0	0	0	0	0	0	0
VIPR1	3.12511616944376	0	10.9647986380256	0	9.78507415684011	23.3217708573551	12.9312776458846	26.4415334624989
SEC22C	1221.92042225251	1697.69683106187	835.517656217551	839.335979599301	1241.81486572262	988.260040080422	1183.21190459844	872.570604262464
SS18L2	2196.95666711896	2264.00085631229	2749.97149841682	2831.96496468045	2249.67750387715	2917.16483807417	2540.99605741633	2968.74596392746
NKTR	3767.84839495936	2970.05802084125	3197.33528284826	3868.20462814251	3152.57298289467	2497.37296264177	2295.30178214452	4097.52590967138
ZBTB47	0	1.21524468937858	0	0	0	0	0	0
KLHL40	0	0	0	0	0	0	0	0
CCDC13	15.6255808472188	2.43048937875716	19.7366375484461	0	0	0	0	0
HHATL	0	0	0	0	0	0	0	0
HIGD1A	2238.62488271155	1865.40059819612	2411.15922050183	2340.15945014767	2069.98796026972	2288.44876537797	2117.49671451361	2531.09299627231
ACKR2	0	0	0	63.5173173750822	17.7910439215275	0	10.5066630872812	15.50020927112
KRBOX1	0	0	0	0	0	0	0	0
CYP8B1	0	0	0	0	0	0	0	0
ZNF662	0	18.2286703406787	0	0	0	0	0	0
GASK1A	0	0	0	0	0	0	0	0
POMGNT2	82.2947257953524	18.2286703406787	19.7366375484461	15.4256342196628	28.4656702744439	0	17.7805067630913	26.4415334624989
SNRK	679.191914159111	776.541356512912	570.169529177331	767.65214999028	781.026828155056	563.609462386082	497.854189366558	599.037499477992
ANO10	128.129762947194	239.40320380758	176.533258072212	116.145951771579	275.761180783676	346.911341503157	161.640970573558	62.9126141004284
ABHD5	420.848977485093	555.36682304601	361.838355054845	332.104830846859	503.486542979227	556.807279219353	329.747579970058	345.563489044382
TOPAZ1	0	0	0	0	0	0	0.808204852867788	0
TCAIM	368.763707994364	509.187524849624	728.0626295649	661.487490949071	661.826833880822	635.518255862926	635.249014354082	1222.69297838659
ZNF445	66.6691449481336	61.9774791583075	118.419825290676	46.2769026589885	106.746263529165	101.061007048539	69.5056173466298	161.384531822838
ZNF852	110.420771320346	149.475096793565	50.4380737349178	32.6660489357566	138.770142587914	68.9935721196755	123.655342488772	130.384113280598
ZKSCAN7	0	64.4079685370646	60.3063925091408	61.7025368786513	22.2388049019093	38.8696180955918	35.5610135261827	0.911777015948238
ZNF660	0	64.4079685370646	0	1.81478049643092	0.889552196076373	0	0	25.5297564465507
ZNF197	350.013010977701	320.824597995945	123.902224609689	151.534171451982	185.026856783886	269.172105311973	382.280895406464	295.415753167229
ZNF35	0	17.0134256513001	76.7535904661792	122.497683509087	32.9134312548258	0	0	0
ZNF502	4.16682155925835	17.0134256513001	9.86831877422304	110.701610282286	0	0	35.5610135261827	109.413241913789
ZNF501	68.7525557277627	66.8384579158218	9.86831877422304	79.8503418429605	92.5134283919428	50.5305035242694	126.888161900243	42.8535197495672
KIAA1143	1425.05297326636	1454.64789318616	1513.14221204753	1392.84403101073	1098.59696215432	1089.32104712896	1651.97071926176	1565.52113638312
KIF15	670.858271040594	1791.27067214402	1297.13567887843	1757.61491079335	1882.29244689761	2043.57017137574	1677.83327455353	2685.18331196756
TMEM42	7.29193772870211	91.1433517033934	95.3937481508227	79.8503418429605	155.671634313365	83.5696789055224	140.627644398995	57.441952004739
TGM4	0	0	0	10.8886829785855	0.889552196076373	0	0	0
ZDHHC3	270.843401351793	195.654394989951	565.783609722121	235.92146453602	604.005941135857	276.946028931092	670.810027880264	239.797355194387
