Full_CD8_V7_1	Full_CD8_V7_2	Full_CD8_V7_3	Full_CD8_V7_4	fulldel_CD8_V7_1	fulldel_CD8_V7_2	fulldel_CD8_V7_3	fulldel_CD8_V7_4
TNFRSF9	12.5435759848869	13.6826844156425	13.2935650566254	12.7895925420262	10.0699629547758	9.77071225160136	9.88259809645006	9.60726487044161
PARK7	13.6851195306351	13.4333808038141	13.7065795606422	13.5470632921453	13.2031174578619	13.26787102654	13.1921845798209	13.4608518540596
ERRFI1	6.34195672204638	5.44185929485112	3.83573376033303	4.85100212209223	2.99906378681565	5.48467383712028	4.2699435839047	3.00860824878404
SLC45A1	1.12266710997234	1.11867475993985	1.11744882971215	1.60286571069596	1.97353560505534	1.11784379165648	1.23713483049334	1.11767145348331
RERE	7.11086883774455	6.73991548294474	7.08390629544623	7.23253506244408	6.56291339198214	6.66796044425165	6.38409771314413	7.19218391594734
ENO1	11.3551730186902	11.9754227965504	15.4040548360424	15.2006444269338	14.5207488136981	14.5769829215411	14.4435209313398	14.7550490390151
CA6	6.29254204394447	5.80440698951298	5.74166006954057	5.49966432723892	7.46414377202268	6.92068845549293	7.2974882786305	6.80365685149448
SLC2A7	1.25939898389254	2.34811363435258	1.25136876595971	1.25122283411759	1.25083870228425	1.2519805274445	2.06360963812312	1.2517136721192
SLC2A5	0	0	0	0	0	0	0	0
GPR157	2.77070195877432	1.95587721369832	2.45632998233923	1.94695309259007	3.38022311017299	1.95028593982528	1.94013726695204	4.08551206495018
H6PD	7.24759908906546	6.53345888408464	7.41136632636104	7.25569624044937	7.34067423637702	7.90939529678098	8.04573325544872	7.27750110372026
SPSB1	5.2381373483596	4.59333409925787	6.13029729132097	5.43492196651965	5.49273601228124	4.26476089231931	5.58941463935119	5.09491905024572
SLC25A33	7.8051646931964	6.90445718314093	6.64150446155263	6.39890087793515	5.44424846985454	6.02647710129031	6.01899577017396	5.14468335688796
TMEM201	5.07170300221531	5.11441957736909	6.14595987025614	6.5460551105458	5.21670476817077	5.40795763089115	5.46822643973445	5.64087314797957
PIK3CD	8.30696656417001	8.48626038328512	10.3027576787391	10.5160824603977	10.6957732418254	10.5442517419576	10.6862855024315	10.7003512086723
CLSTN1	6.57360034852476	6.59445299402363	7.46423878001635	7.65829616270607	7.55910306156189	7.20267787118213	7.97775405167584	7.29733919381753
CTNNBIP1	4.733873678533	4.31503043435921	4.1093985554729	3.74763744872637	4.66564884487469	4.57828927373389	4.00656538147567	4.43129613570198
LZIC	10.7180725150066	10.8577845831191	10.4742862681426	10.3504917272818	10.3627790234137	9.83598707805955	10.2935976064935	10.1458215357463
NMNAT1	7.90560996732759	8.05946602314538	7.31597171202965	7.35534827145471	7.0372951823837	6.78538301820268	6.34237792973318	6.03246833349294
RBP7	0	0	0	0	0	0	0	0
UBE4B	8.83902617451274	8.22817136425915	9.08026698977379	9.37136833591873	8.65706215229257	9.41590070824883	9.35277538396399	8.90677422140879
KIF1B	10.2235276607771	10.6237217775318	9.18423162091607	9.06038606241355	8.12225373700204	8.36292147896552	6.77792250186837	8.9757387288258
PGD	6.5389309490597	9.31743889802906	11.0821589093622	10.7016799026102	10.263168179921	10.4010587085757	9.9688237214499	10.4183720528637
CENPS-CORT	-0.340993764283737	-0.341675391303472	-0.160686153548274	-0.162571015347712	-0.341939705449583	-0.341815718744481	-0.342063510618587	-0.341844755406144
CENPS	8.16421766154223	7.09961512705872	7.88136874390328	7.98012239969212	7.16251743543037	6.89706047714242	7.03730772950644	7.11320633947205
CORT	-1.78167545496104	-1.72870558580248	-1.78938340362051	-1.78956165584626	-1.79004027283368	-1.78865633209692	-1.79155755475284	-1.78896957999491
DFFA	9.28751838869385	9.1343047120567	10.2272097872443	10.1395354088215	9.36516872866871	9.53127946291629	9.7478543182398	9.62087571132986
PEX14	4.56936649709889	5.48203655706954	6.49518093210292	6.70536230575583	6.18453834581096	6.34758878316772	6.49077448028768	5.70233784215654
CASZ1	5.70818355330406	6.1079638596629	4.86898139931905	6.02863168105951	4.75079187955884	4.9585307153467	4.77221018457831	5.83464095721637
C1orf127	0	0	0	0	0	0	0	0
TARDBP	11.777557044051	11.2608592118121	11.4324701258077	10.9796285855269	11.1117844326007	10.8482733207454	10.6691283136049	11.356377496933
MASP2	1.00514630583228	1.00190837792615	1.00091652495789	1.53777343973093	1.65608897816571	1.0718798856451	1.00004360231253	1.00109655624332
SRM	6.44216634905327	6.21904855177011	6.3774986029128	8.12375403370846	7.10932215863788	6.68752585944638	7.4295664155202	6.05407503875945
EXOSC10	8.5937853297873	9.68220019724097	11.2429809820305	10.9813705525177	10.7345367459832	10.7368646134997	10.5169770929461	11.1138227966785
MTOR	9.69232241278138	9.70437219747359	8.650355344548	8.47064586547208	8.71755230300595	9.52525634817725	8.74737711360554	8.82348647313816
ANGPTL7	-2.14030572446684	-2.14274115597625	-2.130847861814	-2.1437665277097	-2.14397656537502	-2.14336923281281	-2.144642413768	-2.14350669942785
UBIAD1	7.86970996640564	8.05262129471748	9.3173978055106	9.88162749157835	9.3536069340721	9.34012167814941	9.23711165946749	8.61989907205832
DISP3	0	0	0	0	0	0	0	0
FBXO2	2.28202345085784	2.27435435717542	2.27199782348906	2.84029019891216	2.79263531378659	2.66771581284509	3.08119578789763	3.01635543347961
FBXO44	6.24905126249082	5.62330519673247	5.29981549338145	6.39824262759895	6.80742058338569	7.42774372807418	6.99652557619437	6.88533253508658
FBXO6	6.04398178870602	6.22098489060317	8.96676335841705	9.59391835654545	10.3704760529603	10.4206669365977	10.21006613677	9.93096619078006
MAD2L2	5.29801202543407	5.56822645395283	8.04395547565901	9.08813498000965	9.97434352661955	9.50869777800672	9.96929056964179	8.0663607728602
DRAXIN	2.6994158531217	3.02248143786791	2.88178101655114	3.27018870526119	4.19248839880179	4.13919297876962	3.42001116333969	5.41109825615138
AGTRAP	4.28471773781673	4.42847952855253	8.01640108998455	8.28853038328811	8.80772089896962	9.31920911673581	8.84996620874226	8.82237736988053
C1orf167	0	0	0	0	0	0	0	0
MTHFR	5.20849780936974	5.81258623793723	4.74697167531903	5.35744965331013	5.91699933499382	5.88000405673907	6.26798339000765	6.47560955888207
CLCN6	6.18162872979916	5.12034543961171	6.71973792703964	6.6180833374777	6.2815685003729	5.30191861501901	6.76915160494242	6.39552060860884
NPPA	1.05623733029706	1.0543506041654	1.42147097461211	1.27955218654103	1.05361824207629	1.29171726897792	1.05327505731532	1.20225244939852
NPPB	-1.78157870738227	-1.78633005745222	-1.78817787250932	-1.7382289461639	-1.78874025150225	-1.78755538976387	-1.79003927337839	-1.78782357715015
KIAA2013	6.77249306568224	6.7660318117977	7.67686054331809	7.59859926013865	7.84725763181996	7.87588242366582	7.56820944149523	8.19737566639801
PLOD1	6.56519291718283	6.34670297741786	7.13492007385341	7.37934535498759	7.11932530998905	6.68425101867035	7.58579281813409	6.35874874084781
MFN2	9.02175229068323	9.06982249292792	9.20739769619743	9.02250740853646	8.68878904078294	8.8746723121152	8.46924152457675	9.31098643453991
MIIP	4.2092870811414	4.00905457177933	5.84577457904035	8.91179032386412	8.69593636662466	8.62232056128749	8.73148269100962	5.93069774755757
TNFRSF8	4.96294689042512	5.27862425915361	6.91647685479041	6.85510282044235	3.41214044131667	2.73798509311245	2.69484379074905	4.04552786588466
TNFRSF1B	9.50312389816701	10.2272437868095	10.4675968501902	10.2158469154916	10.2653869002657	10.2812306105118	10.3868247992282	10.5991870149769
VPS13D	9.23552135584089	10.3142141208768	9.75992084700469	9.71211103129563	9.88952694372114	9.5275042467048	9.29707421471042	9.98052771365384
DHRS3	7.47192103479706	7.21902994780569	7.75506652327159	10.205843205698	10.1194962478018	10.1835521293258	10.056479265844	7.74358513599599
AADACL4	-0.597647100852263	-0.604195066346264	-0.604445994211882	-0.604465228041809	-0.604515807191753	-0.246790461936105	-0.604666319448305	-0.604400494411549
AADACL3	0	0	0	0	0	0	0	0
CFAP107	-2.14011702509121	-2.12808297766767	-2.14402918967711	-2.1441196614843	-2.14436258324093	-2.14366016497395	-2.14513267874276	-2.14381915375129
PRAMEF12	0	0	0	0	0	0	0	0
PRAMEF1	0	0	0	0	0	0	0	0
PRAMEF11	0	0	0	0	0	0	0	0
HNRNPCL1	-2.14011702509121	-2.12808297766767	-2.14402918967711	-2.1441196614843	-2.14436258324093	-2.14366016497395	-2.14513267874276	-2.14381915375129
PRAMEF2	0	0	0	0	0	0	0	0
PRAMEF4	0	0	0	0	0	0	0	0
PRAMEF10	0	0	0	0	0	0	0	0
PRAMEF7	0	0	0	0	0	0	0	0
PRAMEF6	0	0	0	0	0	0	0	0
PRAMEF27	0	0	0	0	0	0	0	0
PRAMEF26	0	0	0	0	0	0	0	0
PRAMEF25	0	0	0	0	0	0	0	0
HNRNPCL3	0	0	0	0	0	0	0	0
HNRNPCL2	0	0	0	0	0	0	0	0
HNRNPCL4	0	0	0	0	0	0	0	0
PRAMEF9	0	0	0	0	0	0	0	0
PRAMEF13	0	0	0	0	0	0	0	0
PRAMEF18	0	0	0	0	0	0	0	0
PRAMEF5	0	0	0	0	0	0	0	0
PRAMEF8	0	0	0	0	0	0	0	0
PRAMEF15	0	0	0	0	0	0	0	0
PRAMEF33	0	0	0	0	0	0	0	0
PRAMEF14	0	0	0	0	0	0	0	0
PRAMEF19	-1.18011714547297	-1.18938383160331	-1.19298767512338	-1.01638762925577	-1.19343380281876	-1.19177363024377	-1.19350014659156	-1.19229668333314
PRAMEF17	0	0	0	0	0	0	0	0
PRAMEF20	0	0	0	0	0	0	0	0
LRRC38	0	0	0	0	0	0	0	0
PDPN	0	0	0	0	0	0	0	0
PRDM2	10.1586003261295	10.9536012452322	10.6328470261864	10.4383609870913	9.97508853336147	10.2024110830123	9.78404952707435	10.2860434351523
KAZN	0	0	0	0	0	0	0	0
TMEM51	-1.78157870738227	-1.78633005745222	-1.78817787250932	-1.7382289461639	-1.78874025150225	-1.78755538976387	-1.79003927337839	-1.78782357715015
FHAD1	1.53549508321296	2.22852617284299	1.79998397768314	1.64828068648063	1.69613985780934	1.59560876961692	1.88260493690861	1.53059012744444
EFHD2	8.63472150971625	8.03041422084869	8.90742622049907	8.95070557953209	8.89375609990511	9.03322676801928	8.93268475538192	8.87619209866
CTRC	1.25188947800943	1.07444414111891	1.05968708927262	0.96035271583013	1.0092061466848	0.960567192038234	1.22807917987568	1.06237991806687
CELA2A	0	0	0	0	0	0	0	0
CELA2B	-0.988183586291781	-0.999624863198842	-1.00075022527237	-0.768142415332721	-1.00079217081348	-1.00070169310464	-1.00088254906831	-1.00072287926981
CASP9	6.93371818603007	6.68611321504298	6.00923271556649	7.18490853266967	7.18041216450243	8.00292354883701	7.65321546443055	6.27854801730936
DNAJC16	10.7991901453272	10.5365181587241	10.1589576726873	9.56914679946358	9.49832821640234	9.95029732158899	10.1453963596174	10.6116539908007
AGMAT	7.45976774720839	5.20597808298535	6.13152907776186	6.77862376027391	7.7803224157193	6.72021238196413	7.40307983578453	7.32579507386886
DDI2	10.7544138452898	10.2546148657923	9.74628387086264	9.72982098678398	10.0039561842817	10.5309434532374	10.461305329615	10.4489305683687
RSC1A1	0	0	0	0	0	0	0	0
PLEKHM2	5.88670365380682	5.75001564245918	6.84205764287626	7.64979920988681	7.27053205040313	7.6409573508987	7.95856910671848	6.50075471958158
SLC25A34	2.41552222632971	2.40700506437152	2.47148189122511	2.78638681293605	2.89644861873476	3.10891872004258	3.12820852456214	3.43075695391297
TMEM82	0	0	0	0	0	0	0	0
FBLIM1	-1.08332339115551	-1.04172093953051	-1.09515143093655	-1.00453695830577	-1.09518233350458	-1.09511150667252	-1.09524888425377	-1.04651573379397
UQCRHL	6.40120251241207	6.09384312855811	5.76457770633326	5.53836898895972	5.41210173420321	5.28629319250785	5.33413112883574	5.46821354979373
SPEN	11.1157633068998	10.203978442296	10.737672435444	10.4850539867246	9.92058049861477	9.90362450198373	10.2278815109683	10.1676513265314
ZBTB17	4.67972699446138	4.25151542021269	3.99194362941523	7.91404849586421	7.5055160926024	7.25164120358509	6.77125257651834	3.81551622913663
SRARP	0	0	0	0	0	0	0	0
HSPB7	0	0	0	0	0	0	0	0
CLCNKA	0	0	0	0	0	0	0	0
CLCNKB	-0.638337286800703	-0.646074929247889	-0.304348400542793	-0.646331216036677	-0.646379192431478	-0.646236379290888	-0.646521949892629	-0.646269811178656
FAM131C	-0.66895522472115	-0.676040338793476	-0.676223610973705	-0.676237647941584	-0.578940646128268	-0.477196818227177	-0.676384311967956	-0.676190398706071
EPHA2	0	0	0	0	0	0	0	0
ARHGEF19	3.64460525046652	3.56358117819885	6.40091642713774	5.77249811359295	6.44851824537632	6.51967503318139	6.38256061150591	6.77047942917864
CPLANE2	2.0154324899918	2.01002490320876	2.40509038474264	2.43936107431936	2.59331984309129	2.07340958458973	2.68208752927905	2.18523460241726
FBXO42	8.87320608645541	9.81535574904659	8.93861210382603	9.38541065765231	9.18841768099004	9.29895388712848	9.45152290652651	8.55692325825948
SZRD1	6.58072417428841	6.50017032955342	10.3785229512795	10.1876021402892	9.692693994798	9.64714928162593	9.9122980163124	10.065588758543
SPATA21	1.72781023935475	1.67002895440281	1.65160980568353	2.17439247601502	1.5269438493758	1.52772965784653	1.52615715976678	2.16142309728704
NECAP2	8.75376781679793	9.485758297599	11.2261060984847	11.2288087345356	11.1800390169581	11.2166566142086	11.0151287980021	11.4621694903274
NBPF1	5.21929999354104	3.56996652101861	3.62987265661389	3.5811387634139	3.94299647265353	3.52063317025723	3.10365624408556	2.90306970453298
CROCC	2.71812261711136	2.95119736534547	3.19062054247164	3.79478813173434	3.44417549893289	4.20296674353331	3.53991139433883	2.7817063983953
MFAP2	0	0	0	0	0	0	0	0
ATP13A2	3.50006112083443	4.50027753025708	4.1314882954521	5.52513107803867	6.0034791254505	5.76831027043474	5.80901478041407	4.84309869740761
SDHB	10.0109635608408	9.61338139909034	10.690840906785	11.7245970653447	11.4578847081553	11.3733695755368	11.3150851231364	10.4161516281858
PADI2	0.518824979903827	0.456651285252527	0.478630477227802	0.293589011115406	0.293522012371628	0.293721511776666	0.293322776445536	0.293674793232462
PADI1	0	0	0	0	0	0	0	0
PADI3	-2.14046410057524	-2.14256700218564	-2.14338482726738	-2.14345237131271	-2.14363373077322	-2.14310932242168	-2.13312143729948	-2.14322801956633
PADI4	2.90354516557432	2.87460566214447	4.1033091337108	3.56377716067404	3.59404743357975	4.1091093836057	4.05572920635939	5.24895272114407
PADI6	1.11998962815713	1.60099869690697	1.11366129574729	1.11354668995203	1.11324508544883	1.19672936655459	2.15579667278571	1.11393222069306
