Full_CD8_V7_1	Full_CD8_V7_2	Full_CD8_V7_3	Full_CD8_V7_4	fulldel_CD8_V7_1	fulldel_CD8_V7_2	fulldel_CD8_V7_3	fulldel_CD8_V7_4
HLA-G	3.14274351239768	2.82419267949404	2.75063811951558	3.06026404173873	3.11060099810285	2.93455058939666	3.34533985441306	2.75477043879829
HLA-A	13.2612533332482	12.9613193215751	12.9393050528524	13.3618594913174	12.9253593119927	13.0205656127389	13.0050092767133	12.7644479023258
POLR1H	10.0353730114349	10.1225751090326	10.0566305985114	9.72178222799909	10.1173381760254	10.1490437738694	10.1234373326778	10.5741265733163
PPP1R11	10.0902797280233	9.44267122632627	11.3306498999492	11.118476672386	10.835545761436	10.9706780229468	10.7556497503169	11.2108930183312
RNF39	2.01197202143326	2.00351166353127	2.99778459355404	2.70221031168952	2.97166157495655	2.00174137318984	2.23839782529813	2.00137380977793
TRIM31	-2.14046410057524	-2.14256700218564	-2.14338482726738	-2.14345237131271	-2.14363373077322	-2.14310932242168	-2.13312143729948	-2.14322801956633
TRIM40	0	0	0	0	0	0	0	0
TRIM10	-2.14030572446684	-2.14274115597625	-2.130847861814	-2.1437665277097	-2.14397656537502	-2.14336923281281	-2.144642413768	-2.14350669942785
TRIM15	-2.14031985992727	-2.14272617832522	-2.14366200315447	-2.13105234604766	-2.1439468196587	-2.14334674714077	-2.14460470851006	-2.14348257048196
TRIM26	9.78870546175203	9.8410876997297	9.38982082639818	9.87313920329266	9.09964613101207	9.53174660224732	9.48502592973295	9.11819135592423
TRIM39	8.01594400648668	6.84253913338142	7.62176572014686	7.40415938898142	7.79777452221651	7.190769384559	7.25419464260062	8.11043175383157
TRIM39-RPP21	0	0	0	0	0	0	0	0
RPP21	3.27747258820782	3.51556645397519	3.46197030220046	4.26000503175854	3.69201368536408	3.65929565627307	3.88192991017611	4.66684272854253
HLA-E	9.65989245194564	10.4430579564431	12.5107862785325	13.3198640375285	13.3748370780891	13.4820745560268	13.4088487006302	12.7024354873946
GNL1	7.43017983283308	6.20695592669542	8.80844451297175	8.90487434335625	8.34008055180466	8.43248134542261	8.32812705038584	8.32424538383033
PRR3	8.66563789306856	8.85142694108706	7.87321766785886	8.46078623129727	6.80074041668405	7.26366064198142	8.27504049879012	7.98079548611978
ABCF1	10.4957623729983	10.5526528092957	11.6865778276474	11.3780155796532	11.0053567548585	10.9814665395504	11.0252833524651	11.1920295048492
PPP1R10	9.62851364090152	9.425912034081	8.68404024058414	9.47587200105233	8.27475580090892	8.86418411994227	8.15142169975581	8.85233417778394
MRPS18B	9.32236220518793	12.0520523441697	11.2295238447956	11.0333471186973	10.9600752513078	10.7497504809083	10.73591605775	11.0351854149001
ATAT1	6.88881802798752	5.20551884073053	6.6221035952278	7.24845635566539	6.91981945357842	6.59402397440986	5.66741362209429	6.3218160972173
C6orf136	7.49561921959361	6.6651707637501	7.60232105127738	7.79712025422092	7.66713483898584	8.01376749106504	7.45775652178023	7.03407727953864
DHX16	9.10381951715103	9.13298340379804	9.61468658693734	9.87585568176588	9.72489990421863	9.83944838849921	9.86832344515943	8.83958681807861
PPP1R18	10.2794265669394	10.4370432043012	10.6475566945046	10.5989011502897	11.4937722855665	11.6349270608721	11.618960910862	11.5818693438272
NRM	5.45469739593346	6.6305005850433	8.45901027726085	7.79431701860857	8.54720196466042	8.36218214883318	8.51853088331161	8.79571002276636
MDC1	8.82536802575185	8.22148312088058	8.24668713286098	7.88102448820656	7.64942474851242	8.17627696452782	8.38020041436919	8.33237404331141
TUBB	13.1065212696014	13.2741458184537	13.8936593157503	13.4403063459174	13.570482358511	13.5264812975984	13.5210911767597	14.0093141933832
FLOT1	9.11194376309829	9.30409331731884	8.87151178324014	10.353936306137	10.7472837742882	10.3668371845588	10.8627298751553	8.69827705235551
IER3	4.69260684186824	4.98609603403114	6.97215056176918	7.18749979942995	5.97233688601961	6.42562103700595	5.77799726370657	6.09882859663848
DDR1	0.929685042037058	0.676235941696253	0.660412657703659	0.707795466719099	0.551484543647731	0.551783492272304	0.551185739241353	0.55171350728957
GTF2H4	-0.785034987796045	-0.794959792932515	-0.795153069147571	-0.795167877860882	-0.795206816167677	-0.795090893317271	-0.506228675811068	-0.795118034019922
VARS2	6.7550287409807	7.21037152478613	6.58030658521874	7.92210558388479	6.55763087622276	6.60711519902282	7.19449065712023	5.90440819253325
SFTA2	0	0	0	0	0	0	0	0
MUCL3	-2.1402458335379	-2.14280365698512	-2.14379840260681	-2.14388055849181	-2.14410115154199	-2.1299775636526	-2.14480046196205	-2.14360767261142
MUC21	0	0	0	0	0	0	0	0
MUC22	0	0	0	0	0	0	0	0
C6orf15	-0.00444834180623431	-0.00633858926607345	0.672897197197568	-0.00696281539381534	-0.00707990795567469	-0.0067315759395906	-0.00742877332965766	-0.00681305898578044
PSORS1C1	0.360274792030295	0.357645659984561	0.356828208845206	0.35676522688195	0.356599381452072	1.08996018257127	0.356103948253783	0.356977015285597
CDSN	0	0	0	0	0	0	0	0
PSORS1C2	0	0	0	0	0	0	0	0
CCHCR1	5.98047296538035	5.78318254897139	6.09735315228274	7.07169866752397	6.27099634838216	6.07453957974141	5.12763109081992	4.85682570587322
TCF19	9.38895803379702	8.70897271750909	9.16610089483813	9.45073852801239	8.71137560766986	8.42055594762268	8.73275751080329	8.42682195277491
POU5F1	1.36276924099083	1.28973733117487	1.09775712965773	1.21274800725449	1.66959522927459	1.09802787909478	1.09701791389377	1.15987787867136
HLA-C	9.95910031452323	9.66540104010292	9.93951928818269	11.6241679825968	11.4337594779232	11.4704926865158	11.4152441865264	9.99140295891551
HLA-B	13.1409088371935	12.9367419736045	12.8776381213532	13.5895554057775	13.0513292565752	13.1299325375981	13.0777024862639	12.524167857473
MICA	4.76723818576811	5.67325063973569	5.60642945631693	6.24918486794856	6.51975565704061	5.97191281804197	5.56774499554739	6.81478989931188
MICB	9.45744425523173	9.91644925730863	9.87148774821495	9.37193417681284	10.3298330407505	10.0852905167678	10.0556013223954	10.1912816128258
MCCD1	0	0	0	0	0	0	0	0
ATP6V1G2-DDX39B	0	0	0	0	0	0	0	0
DDX39B	7.5809135196487	7.40430932088286	6.36575831475249	6.2990390619787	6.62484630787509	6.30741822297396	5.85455361607653	6.59920515324803
ATP6V1G2	3.53120114543965	3.06434054858534	3.05706320784024	4.54204857344947	4.44690189821434	4.60537817932863	4.2595305233376	4.11183755474891
NFKBIL1	3.5735786585486	3.64426113957119	4.05326361136654	5.30037570775999	4.89900438991997	4.99263566560501	5.88172465361015	3.92059020033366
LTA	9.51477823338201	9.55125608805145	11.717821569401	11.331674454095	11.5290922892406	11.8385993466158	11.825715904819	11.3922390967925
TNF	11.672692392491	11.5357331213222	13.782164095869	12.7042690987671	11.6393127016369	11.4519276572592	11.4975264163768	11.8091576059395
LTB	8.11544271152851	7.66191677599387	8.19303272068492	8.37985940991384	9.48550478285133	9.00170108842896	10.5867246934559	8.75332852192851
LST1	5.92322423230672	8.57546303054021	7.96629539438745	7.87350349273201	8.18441819463902	8.04935207508482	7.73741503546111	7.82459221975944
NCR3	6.84159426830106	7.12279973232165	9.44850226438541	9.55112560374706	10.199956384812	10.244432848597	10.0961924662677	10.2016583013019
AIF1	9.48348892185087	8.72919068083417	8.55142517688465	7.81661723061441	7.51037961728585	7.00985763831796	7.06379553871151	8.08558567460573
PRRC2A	5.59858945540809	5.52168985545855	7.67840602942599	7.61494428129889	6.97255536172084	6.92156869816954	7.15836917669852	7.13118105217399
BAG6	7.82784567966808	9.36025746437738	8.78205575174031	8.59192804152696	8.67864184125833	8.88441835222573	8.59593265497293	8.79289484958504
APOM	7.72533847377427	7.95706535501351	7.54322320738607	6.58377356177341	7.24853403599864	7.18299428696298	7.3995054131158	7.86297864928051
C6orf47	3.56539654659815	4.15931465102255	5.33445207500577	5.75311877829285	5.40615730032277	5.33070322237187	5.08003630928536	4.8627807113916
GPANK1	6.08772290787851	6.93157265188575	9.46503343857717	9.28679557253383	8.54582200426064	9.02194118461045	8.35393974023148	8.96407368592735
CSNK2B	8.59280481745672	9.43469052329442	9.30199939710551	9.4302044368982	8.99166109073764	9.15443822657388	9.08816257297022	8.92824172130679
LY6G5B	2.23530966658647	2.51485233807063	1.97520167142647	2.34988336586252	2.26330992672398	1.97566584074284	2.23908814848965	2.39959142161277
LY6G5C	4.03466555622355	5.28772001194915	4.94878642070754	5.96520946835604	6.82025399479059	6.59237308786739	6.65407431706282	5.05931679078017
ABHD16A	2.71144501887812	2.57709122687857	2.88225811537313	2.96127828144899	2.77856174938869	3.62379132557011	2.91467723054588	3.15680951957935
LY6G6F	0	0	0	0	0	0	0	0
LY6G6F-LY6G6D	-1.78156026735153	-1.78616246461569	-1.78795227367528	-1.78810009372502	-1.73996823239033	-1.78734933170175	-1.78975524206553	-1.78760910023854
LY6G6D	0	0	0	0	0	0	0	0
MPIG6B	0.979511003321222	0.973755335308343	0.971947739503022	0.971808106814439	1.30631244962831	1.96540125075561	0.970338864387532	0.972277439953454
LY6G6C	0	0	0	0	0	0	0	0
DDAH2	4.53708953672547	4.23276541863005	6.7282758333047	6.8740518007172	7.90302796836759	7.86520342282887	7.60448841588132	7.10831005229022
CLIC1	14.4798690415718	14.4650340345791	14.415355422145	14.1521554995229	14.06265606156	14.1388475767423	14.0766574356368	14.443844934416
MSH5	3.08810915545075	3.16016030353335	4.5273519605605	3.75989218767528	3.93893132606347	4.29857800095419	4.40455022337555	3.91795408138396
MSH5-SAPCD1	0	0	0	0	0	0	0	0
SAPCD1	1.40878787298801	1.40425207558097	2.21014100212941	1.40275316140964	1.40247193147474	1.40330848709924	1.7515494192872	1.96774149992014
VWA7	1.99528568678588	1.98166267273938	1.97740183611009	2.91758827126622	1.97620684353493	3.57107327021088	3.14246825800352	1.97817840237296
VARS1	6.0699028217797	6.05467577682521	5.94334701841701	7.84744363862915	7.16947579916605	7.54310352466214	7.82376106262391	5.49679086863035
LSM2	9.29618034543672	8.8121268286945	10.3719748506748	10.6707349411867	10.4114791663946	10.2384346855331	10.4417146005834	10.0435100914177
HSPA1L	6.60951583361524	6.91531653571183	6.91691559806139	5.96199516286391	6.76512463961105	6.49710730632479	6.42256957448904	5.66417337724466
HSPA1A	7.14565710382558	7.08258596603035	6.66722447029078	7.61133710660854	7.74424024591833	7.96669606136548	7.83628973778283	7.65669129694362
HSPA1B	4.06573220749352	3.99574247921104	4.61260135164306	4.39864531792171	4.33277143507486	4.45903799115728	4.46083794571898	4.18560194270284
NEU1	8.8312231809867	9.06702551673995	10.27037167348	10.1807489748592	9.19333228207798	9.42373985484006	9.50183623878459	9.39492226329438
SLC44A4	0.11466240851642	0.113143766448557	0.11268006749416	0.619455036557818	0.112550979314001	0.239465646024893	0.112272557271571	0.112764180865929
EHMT2	6.7146666207221	5.59243807044083	6.62676210520067	7.09551746908574	6.33148820936299	6.58518202882198	7.26260481966141	6.66992880302181
C2	-1.06765556229214	-0.97328920616145	-1.07988032715509	-1.07988934335104	-1.07991304559748	-1.02907286085824	-1.03787008581878	-1.07985899196636
ZBTB12	0	0	0	0	0	0	0	0
CFB	0.807012222457753	0.403578628388735	0.403048160557451	0.750850427918849	0.402900513844712	0.403218889941305	0.40258210716475	0.403144373415802
NELFE	9.23430122219222	9.29701486612957	10.0139029976754	11.2921420198896	11.0825423558595	10.992092893429	10.7886244862766	9.83998999917382
SKIC2	5.39923154437153	5.55275602125703	7.04447634112246	7.83883906424715	7.14685336245624	7.36249444490166	7.34895130333736	8.04333542534074
DXO	5.7007704593394	6.58880317559556	7.56608488324373	7.45849784878007	7.76458520110428	7.79059836660117	7.22375715828629	7.63776361153734
STK19	4.3075312165889	6.71683738179738	7.44421748591125	7.84295757126244	6.90836708356444	6.88217724539164	6.77351990000302	6.92606907602877
C4A	-1.42580971371798	-1.43282980907449	-1.36153518226937	-1.43578542795223	-1.39937847638357	-1.43464023127967	-1.43831015657915	-1.43503647676724
C4B	-1.42580971371798	-1.43282980907449	-1.36153518226937	-1.43578542795223	-1.39937847638357	-1.43464023127967	-1.43831015657915	-1.43503647676724
CYP21A2	0	0	0	0	0	0	0	0
TNXB	0.0195501775796336	0.0175755477619714	0.0169696837850979	0.0169231629494368	0.0168007720940877	0.0171648505854836	0.016436090438715	0.718097196360966
ATF6B	5.74649788557382	6.36756837200078	9.44772170147784	9.08251597860716	9.13811293813398	9.33761100769336	9.03108096912852	9.67010179156681
FKBPL	4.06288584241085	4.59217433806178	6.58889560568658	6.41305674262079	5.47307654409509	5.58850300413544	6.15392849974314	6.90734324322002
PRRT1	0.72390738642477	0.721094055922478	0.720231880481623	1.06246990460544	1.44498866968376	0.720509561258272	0.719472939079802	0.720388387246946
PPT2	7.13213187383504	5.41939711251175	5.60941040963358	6.65713904509967	5.45375069094532	5.51646307310073	5.36660214275371	3.55469411416697
PPT2-EGFL8	0.800356059534724	0.774666005854933	0.859381716605979	0.813329258738837	0.810371628848441	0.90982208151675	0.715667063086842	0.81710069886035
EGFL8	-1.42588727248533	-1.43300765579818	-1.32315339039879	-1.43600549817316	-1.43661957772393	-1.43484394140462	-1.43856629466832	-1.43524584759167
AGPAT1	7.37661592454286	6.91051222934487	7.19308426889809	7.28366706541011	7.30757841108529	7.63740365835883	7.91076061375726	7.50884155277243
RNF5	7.44604067335305	7.77551298308615	8.82118035317609	8.80045015546447	8.40658342152818	8.49785504594895	8.7175305285008	8.5670437556862
AGER	5.58801930624831	5.53542668404603	6.05306986446963	5.64052995910134	6.08009591757717	5.73326561066686	5.2019056321435	5.6432782862419
PBX2	2.80246383238808	3.3398275724094	3.23616145067324	3.07420644076802	2.50774749727291	3.19970361880912	2.50609451141943	2.97920872850581
GPSM3	9.3422283102646	9.06826282101915	9.91307249017533	9.64872339684939	9.70548812254468	9.65435608360729	9.6479775037691	10.1657504029488
NOTCH4	4.08362813471955	2.47140503072982	3.19934135240782	3.07249414922215	3.10001217613592	2.46826343060557	2.46264856442309	3.47726741882762
TSBP1	-1.42593789823272	-1.4331237533011	-1.36014570537449	-1.43614916076557	-1.43676888676322	-1.4349769235101	-1.43873350372371	-1.39749620037952
BTNL2	-1.78157870738227	-1.78633005745222	-1.78817787250932	-1.7382289461639	-1.78874025150225	-1.78755538976387	-1.79003927337839	-1.78782357715015
HLA-DRA	15.1121837257173	14.2825342557637	14.091907044567	13.8673226768609	12.566346657369	12.5983006206466	12.6030824816937	12.898908401239
HLA-DRB5	10.7825544127961	10.605815665669	12.5482555818153	12.2789626089221	11.7820275982043	11.652811415193	11.6902054975745	12.0857988395059
HLA-DRB1	11.0270724431301	11.1383555740006	13.0958758286515	12.8977129114287	11.823294769037	11.8670471852034	11.6939302042513	12.0220357653464
HLA-DQA1	12.3272373439184	11.968237265269	11.5601639942279	11.2863807622581	9.60066384706315	9.49288733083115	8.82253743088439	8.50820273017897
HLA-DQB1	9.08822325385229	9.58582771089775	12.0275959109882	11.7410402226647	10.6414545987263	10.5614512449196	10.5919872613063	10.8468678613805
HLA-DQA2	8.76827194904884	9.14130648765689	8.69133930638365	8.66998037624615	7.500526604435	7.74761732740948	7.17138954273437	7.71119937030723
HLA-DQB2	3.46550485170353	4.08504442903852	5.38957400179307	5.30855594129014	4.63990929480208	4.7280357806183	4.6363496506955	4.90191066915485
HLA-DOB	5.5073765882896	5.62210348218494	5.33176155416623	5.57874409772313	5.20961573774289	5.01723512965771	5.47160052769503	5.46730656041058
TAP2	10.778709044265	10.5882203563621	9.9732795906975	9.41568253607725	9.43315683258108	9.59361310794578	9.27518518590369	9.83757809921221
PSMB8	12.2644110520469	12.2318046914186	13.1996000027145	12.9819885166974	12.8025472922953	12.8486601818691	12.8576843866054	13.2519559415835
PSMB9	10.4536739110743	9.95117919870217	12.7362959907454	12.6022219086116	12.4642489331825	12.6368070601486	12.6245172537708	13.0185965129117
TAP1	8.30281304938118	8.64442211549225	10.5202237523477	12.0239035619868	11.5695195407917	11.873742865886	11.2973325157709	10.1695317639286
HLA-DMB	9.25110259284028	9.05961726991309	9.63598210149408	9.75663285467105	9.15442620762554	9.04228271777772	8.80702465107271	9.67141879136559
HLA-DMA	13.1350231332127	12.5917087868646	12.0871296839465	11.9388031052383	11.4514365678078	11.5634856430371	11.673739301819	11.7904455276996
BRD2	10.3678243983231	10.3240668301598	10.3261856337986	10.5956650360276	10.453377337131	10.1553468665533	10.2516790710333	10.298377939809
HLA-DOA	7.85967459837152	8.20330606799633	8.68127407872855	8.74625892881197	7.28941581555154	6.37351146974992	6.52800646782435	5.18664368838769
HLA-DPA1	10.5067584718987	10.3146401667547	12.5530006901299	12.3462293059006	11.6208340523066	11.5022032558875	11.5387257764922	11.7798162322275
HLA-DPB1	10.2551153125061	9.67556959372092	11.3510878616885	11.1801699898884	10.6670283490455	10.6394801518066	10.6403951815976	11.0181504380132
COL11A2	2.11936837570268	2.17440607289703	2.11403092445731	2.49957989410605	2.85697863490874	2.36050880028159	2.11293991074151	2.79173188215476
RXRB	4.65191739561126	5.5821349440236	8.26246064236426	7.97924555328095	6.83077298157443	8.01808379147328	7.68899282883777	8.24659953115433
SLC39A7	6.97541052602006	7.15164265900307	8.05969160360722	8.3360170902426	7.81023461471415	8.05310552215668	8.06549003872148	8.67577175211816
HSD17B8	5.84880799738317	6.73436657646636	5.42886594392839	7.21872982858308	7.54290054594933	7.81463763510096	7.54251679348888	5.86540952139382
RING1	6.32783901811761	6.40811024377076	6.63612147415054	6.91181438480855	6.68393508597059	6.192115797936	6.31588568885682	6.21028960678146
VPS52	5.83153408372204	5.41987773711728	8.4903589452132	7.9268748348051	8.46180546583966	8.37225634450508	9.21302408717874	8.49579014296614
RPS18	8.60020162696737	10.9381309151248	12.2442373255795	12.0438048567449	11.7774238297066	11.8391282844673	11.8460700366906	12.1037087767131
B3GALT4	4.78682789538962	4.50709343914586	5.08535163941431	5.88456653839439	6.43471932819218	6.0954177718365	6.47647014265267	6.03376694823988
WDR46	6.66056548398605	7.28771056425526	10.6292815706747	10.0976921047509	8.72669951790366	9.03458300777653	9.49346372429943	9.67829380473072
PFDN6	4.7062350048652	5.41743776235357	6.8381502601994	5.94498001968053	5.40415015452205	6.22867724566435	6.59457176695985	6.57925634171558
RGL2	7.6056186697254	6.5214261319964	7.39230741014737	7.63082431218796	7.95468373048256	7.70242522378862	8.3097851086664	7.79923219947113
TAPBP	9.05628309527657	9.17198998331419	12.8847088079326	12.7825808508758	12.6141223541519	12.6590387663609	12.574506715662	12.9538149592667
ZBTB22	5.43293549668209	4.57549424898977	3.41035162232732	5.59171163104459	4.91003926853042	4.66957025702946	4.19871009497994	3.79665356049526
DAXX	8.50916337145362	9.3690765829637	11.4384219750431	11.0395795640925	11.8831163467957	11.7641938446379	11.7063358987243	12.062215366024
KIFC1	6.56676745881782	6.00790812007759	7.68190526031753	6.42340048518189	8.30012831548085	8.20600295425355	7.96175793090296	7.87323194786163
PHF1	6.42163331716637	7.20479500565065	6.96627643420272	7.49599488545827	6.74036655839328	6.55859987096594	6.89177078958605	5.96087459378629
CUTA	9.06027010495277	8.8032807617656	10.5781402975465	10.8103880565615	10.8043037358684	10.7266809598029	10.5989322673661	10.762240006179
SYNGAP1	3.98498870600988	3.67146210486111	3.32761916936483	3.59096581175696	3.31172903493975	3.2141059679488	3.23937068679896	3.20791580183693
ZBTB9	0	0	0	0	0	0	0	0
BAK1	8.59995483587903	8.52466539140711	10.3974765732056	10.0465220982964	10.1205332626973	10.3113860653388	10.1396002477028	10.6119819889
ITPR3	4.56263771900515	4.36863352974844	7.10811057874115	7.16071560712362	7.21312152233691	7.3958402309404	7.25983303530893	7.36439009065439
UQCC2	7.89481613784734	8.03779047992597	9.98869128680893	9.72305670550216	9.3302507840594	9.53796224181473	9.37817464434487	9.62392265415978
IP6K3	0	0	0	0	0	0	0	0
LEMD2	5.5614371365737	5.38309103994353	5.13089246281874	5.27464333480219	4.9186265772158	4.28638148277979	5.56853073595559	4.65439777047316
MLN	0	0	0	0	0	0	0	0
GRM4	-0.466383713479144	-0.54813691227378	-0.366862213399869	-0.548331136835462	-0.548367453261932	-0.548259309795757	-0.548475437242144	-0.497022020813003
HMGA1	6.66375573314251	6.79712936083833	8.89585259126122	8.32655584863943	7.96368362222238	7.82673949916744	7.81816494290867	8.56999369470447
SMIM29	5.16727918827097	4.84248425476174	6.6709554081411	8.57678678090762	9.0160536456043	8.76827106542168	9.35006322460948	7.49951168500118
NUDT3	9.26314158628302	8.79100826206402	8.20831251143866	8.22158727540972	8.42256814929612	8.10886671510882	7.68062645596063	8.34662563214647
RPS10-NUDT3	0	0	0	0	0	0	0	0
RPS10	6.13611964195632	6.15959721549648	6.58072724562812	5.83282573348218	5.8194578729519	6.15213832948661	5.53060897789712	5.58058445322437
PACSIN1	2.5464303372764	2.61839032541225	2.53208890428332	3.44211414946561	3.01217526694592	3.12890516291673	3.36781281254293	3.6306401062557
SPDEF	0	0	0	0	0	0	0	0
ILRUN	9.03827248118913	9.20433241029135	9.21530644890153	9.41302818598778	8.45531841830635	8.98265524012244	8.48396979129528	8.54723901045799
SNRPC	9.64390154319177	9.7806784217073	12.4450115779695	12.1911889656827	11.7330601319833	11.7557119033384	11.7004593362741	12.0990261857492
BLTP3A	9.74420423300219	8.94828148805003	8.38158878545811	8.16361226749254	8.04061672499934	6.1498021782779	8.00455222360946	6.92741784336187
TAF11	10.1886082210686	9.96939487484465	10.2371831722046	9.96983837480953	10.2496960197269	10.1599767882407	9.95782925916491	10.3749780672355
ANKS1A	5.74460237466096	5.3659278540246	6.73381181953394	5.67135633202793	4.72374356006763	6.54272098022865	5.30877727517524	6.01891696272063
TCP11	0	0	0	0	0	0	0	0
SCUBE3	5.68604140337468	5.64820386661697	4.65859731947467	5.51489183940709	3.9232922576434	5.53790500954967	5.82605768474221	5.18568958024233
ZNF76	5.396504779167	6.21053896394671	8.09333699682636	7.9401841573673	7.94796615238709	8.09204599368285	7.87946128794593	7.97953893074546
DEF6	7.62453732846509	7.77642775291807	8.64080345206041	8.81179032384209	9.52967008008683	9.36080642162611	9.6993750833527	9.60282612071192
PPARD	4.52009264462226	4.44286080553716	5.1782495991792	5.70116015955295	6.18335199327362	6.1526091403388	6.12645183983007	5.46930998537858
FANCE	5.86563383054005	7.30888714468897	6.88365285422191	6.11767760981091	4.58652239299278	5.03899251367356	5.29835564458193	6.02896313577345
RPL10A	10.7467698174454	11.1493273846375	11.6809801840481	11.5039734684507	11.3242403069211	11.436800972692	11.3379130952348	11.6056530898615
TEAD3	-1.42582310284311	-1.43286050979286	-1.43559737959477	-1.32451245292734	-1.43643034070581	-1.43467539650903	-1.43835437186421	-1.43507261914012
TULP1	0	0	0	0	0	0	0	0
FKBP5	11.5033851420197	10.5929999520889	10.4726422406316	10.8975473630403	10.7059940122876	11.0579823839906	10.6353635521437	10.0510688928992
ARMC12	2.59876694679882	2.10633971931831	2.10347928416101	2.84295577769963	3.27745397391713	2.10440184415773	2.10095140528223	2.86285871603898
CLPSL2	0	0	0	0	0	0	0	0
CLPSL1	0	0	0	0	0	0	0	0
CLPS	0	0	0	0	0	0	0	0
LHFPL5	-2.14030572446684	-2.14274115597625	-2.130847861814	-2.1437665277097	-2.14397656537502	-2.14336923281281	-2.144642413768	-2.14350669942785
SRPK1	11.7102602129281	12.0125204003618	11.4947094200408	11.3506476604693	10.2112869878748	10.3544243546632	10.4219017457049	10.7552354185735
SLC26A8	2.7532269864531	3.97198812926002	1.87446187734888	1.87395170881561	1.8726061720383	3.37069877987555	1.86856783025027	1.87566546980867
MAPK14	9.95560007394849	10.2810700227825	9.63058143068966	9.45723760794472	9.80569969532377	9.80235527139833	9.58987575246446	10.0087687738493
MAPK13	6.37519472185993	7.05183085944818	8.50879757963371	8.75651509915184	9.14342134227632	9.22983876724887	8.93333873810312	8.66244810454113
BRPF3	7.21722315225066	8.25202525984538	7.58949497091601	6.83072863028222	6.90132885374266	6.40849725006103	6.55621819044019	7.49447058532478
PNPLA1	0	0	0	0	0	0	0	0
BNIP5	-1.78158568797974	-1.78639378200394	-1.73756378017475	-1.78841809830482	-1.78883276028138	-1.78763374809328	-1.79014729598766	-1.78790513836139
ETV7	7.24571712335731	8.05888649134247	8.94979713968904	8.90891625057234	8.33466698014689	8.48035355581309	8.61612028396219	8.5512673490022
PXT1	1.67445263511444	1.75809850699245	2.00162322720236	2.79823477826367	2.49790780144309	1.66569715580368	1.66300014105016	1.66538253298514
KCTD20	10.1386916612023	10.584199802201	9.22349689103898	9.51900132189982	8.9777570231449	9.43714951997412	9.15580520328952	9.84259326051457
STK38	10.1979381687028	9.97661086381854	9.43752126297673	9.82725921321462	10.2021088141141	9.50150010910292	9.64510905490306	9.80602445689951
SRSF3	15.1771636036244	14.9879955526298	14.4050747853208	14.2157611166323	13.8567609881499	13.8351176481993	13.7423018693567	14.2130668616428
CDKN1A	9.78387629113531	10.0326502410983	10.1724545903529	11.7458508423851	11.1555976287214	11.1680980212646	11.012774501012	9.38204642074724
RAB44	1.31401385013386	1.30723078999402	2.21506431040275	1.30496811051111	1.30454238608004	2.44364310058955	1.3032715382739	1.30551199689165
CPNE5	3.27102350312204	3.49363738800246	3.87362422771707	5.19914158530407	5.34583250003079	5.53503677364566	3.02530897274694	4.68835735587567
PPIL1	11.7203109340575	11.6490610837614	11.0713153069371	10.6509269996886	10.2260726325926	10.3955897752125	10.428619498669	10.4815102135358
C6orf89	9.60526915884336	9.80284718976939	10.3790860992657	10.4872811813445	10.8311910409334	10.8752680813078	10.640619108711	10.7935949243197
PI16	1.64129453497001	1.62584595292851	1.73504363816272	1.62055423486148	2.90086147601597	1.62252611101863	3.23335578020441	1.83938466496703
MTCH1	8.35997049260854	8.80991969228976	9.30359743769832	8.97787382586873	8.58385403755108	8.18763990882	9.15873246667116	9.037240072663
FGD2	4.29353098735804	4.20273310742459	3.79732550052005	4.55508524372231	3.65739245983982	4.02980002905614	4.20546490764976	4.01902683207139
PIM1	8.57360599817081	8.67332970343216	10.43354829507	10.2912031814727	10.979552286207	11.1333956692879	11.0939824477261	11.3391413532977
TMEM217	6.74991855706951	4.78288449217425	6.23026762033472	6.69739158266108	2.44986559872539	2.47464026543985	2.42391131888564	2.8748228424579
TBC1D22B	7.37627164537602	7.85339270958151	7.47053682351902	7.99000106244503	8.0510967315416	7.66120435962119	7.00090661571401	7.14766013008085
RNF8	9.20821075418879	9.35563594633236	8.74815649268509	9.55692508090746	9.48307881542074	9.6999610150999	9.1895021542073	8.40481681121807
CMTR1	7.11802208477155	8.17450325002836	7.90650280845704	8.81892635324074	8.53549612412376	8.58305935849206	9.0205405314159	8.67017574045727
CCDC167	6.47662128898922	10.5852296329335	10.6108467273993	10.4175817777589	10.3207755762007	10.1352955235707	10.2652823585367	10.7614473827921
MDGA1	4.96214669070562	4.77402968802588	5.94225824563115	3.58493352234451	5.15215909995824	5.87551575464731	5.65721908039805	6.12041530217717
ZFAND3	6.14054364724072	5.98948407770141	5.9510914913598	6.28716315683076	5.64780955808576	5.75373965991247	5.8035367834175	5.36068208721009
BTBD9	8.01010092911033	8.00561019772466	7.33675367113153	7.3773841501289	7.951860297668	7.78929912537092	7.68765427005565	7.23747595279578
GLO1	11.6984390970447	11.2649174110309	12.722561912495	12.6054367840658	11.9687228970705	11.9991955633367	11.6885286252992	12.1557138842716
DNAH8	3.53247100910903	2.8086971203319	2.49477022780185	2.59216050479094	2.54245294815717	2.49527116027335	3.60919396059277	2.54662756183737
GLP1R	0.274172392985995	0.271655448116034	0.270875178323331	0.270815106424078	0.270656954899445	1.01762874955573	0.270184774131529	0.271017134994755
SAYSD1	8.68447821624724	8.5351434291648	8.050084062928	9.14994074711901	8.73752501472908	8.64489807367308	8.99841641121082	8.80219213399384
